"YY","MM","DD","hh","mm","WDIR","WSPD","GST","WVHT","DPD","APD","MWD","PRES","ATMP","WTMP","DEWP","VIS","PTDY","TIDE","Date"
2022,1,18,10,15,70,4.6,NA,NA,NA,NA,NA,NA,14,NA,4,8.7,NA,NA,2022-01-18 10:15:00
2022,1,18,9,55,70,4.1,NA,NA,NA,NA,NA,NA,14,NA,3,8.7,NA,NA,2022-01-18 09:55:00
2022,1,18,9,35,60,4.1,NA,NA,NA,NA,NA,NA,14,NA,3,8.7,NA,NA,2022-01-18 09:35:00
2022,1,18,9,15,50,3.6,6.2,NA,NA,NA,NA,NA,14,NA,2,8.7,NA,NA,2022-01-18 09:15:00
2022,1,18,8,55,50,3.6,NA,NA,NA,NA,NA,NA,14,NA,0,8.7,NA,NA,2022-01-18 08:55:00
2022,1,18,8,35,40,4.1,NA,NA,NA,NA,NA,NA,14,NA,2,8.7,NA,NA,2022-01-18 08:35:00
2022,1,18,8,15,60,3.1,NA,NA,NA,NA,NA,NA,14,NA,2,8.7,NA,NA,2022-01-18 08:15:00
2022,1,18,7,55,60,3.6,NA,NA,NA,NA,NA,NA,14,NA,1,8.7,NA,NA,2022-01-18 07:55:00
2022,1,18,7,35,40,3.6,NA,NA,NA,NA,NA,NA,14,NA,1,8.7,NA,NA,2022-01-18 07:35:00
2022,1,18,7,15,30,3.1,NA,NA,NA,NA,NA,NA,14,NA,1,8.7,NA,NA,2022-01-18 07:15:00
2022,1,18,6,55,40,4.1,NA,NA,NA,NA,NA,NA,14,NA,1,8.7,NA,NA,2022-01-18 06:55:00
2022,1,18,6,35,40,5.1,NA,NA,NA,NA,NA,NA,14,NA,2,8.7,NA,NA,2022-01-18 06:35:00
2022,1,18,6,15,10,4.1,NA,NA,NA,NA,NA,NA,14,NA,3,8.7,NA,NA,2022-01-18 06:15:00
2022,1,18,5,55,20,3.6,NA,NA,NA,NA,NA,NA,14,NA,2,8.7,NA,NA,2022-01-18 05:55:00
2022,1,18,5,35,10,3.6,NA,NA,NA,NA,NA,NA,14,NA,2,8.7,NA,NA,2022-01-18 05:35:00
2022,1,18,5,15,30,3.1,6.2,NA,NA,NA,NA,NA,14,NA,2,8.7,NA,NA,2022-01-18 05:15:00
2022,1,18,4,55,20,4.6,NA,NA,NA,NA,NA,NA,14,NA,2,8.7,NA,NA,2022-01-18 04:55:00
2022,1,18,4,35,20,4.6,NA,NA,NA,NA,NA,NA,14,NA,2,8.7,NA,NA,2022-01-18 04:35:00
2022,1,18,4,15,10,4.6,NA,NA,NA,NA,NA,NA,14,NA,2,8.7,NA,NA,2022-01-18 04:15:00
2022,1,18,3,55,350,5.1,NA,NA,NA,NA,NA,NA,14,NA,2,8.7,NA,NA,2022-01-18 03:55:00
2022,1,18,3,35,350,6.2,NA,NA,NA,NA,NA,NA,14,NA,2,8.7,NA,NA,2022-01-18 03:35:00
2022,1,18,3,15,10,5.1,8.2,NA,NA,NA,NA,NA,14,NA,3,8.7,NA,NA,2022-01-18 03:15:00
2022,1,18,2,55,340,7.2,NA,NA,NA,NA,NA,NA,14,NA,2,8.7,NA,NA,2022-01-18 02:55:00
2022,1,18,2,35,340,6.7,NA,NA,NA,NA,NA,NA,14,NA,3,8.7,NA,NA,2022-01-18 02:35:00
2022,1,18,2,15,340,6.2,NA,NA,NA,NA,NA,NA,14,NA,3,8.7,NA,NA,2022-01-18 02:15:00
2022,1,18,1,55,340,6.7,NA,NA,NA,NA,NA,NA,13,NA,2,8.7,NA,NA,2022-01-18 01:55:00
2022,1,18,1,35,330,6.2,NA,NA,NA,NA,NA,NA,13,NA,3,8.7,NA,NA,2022-01-18 01:35:00
2022,1,18,1,15,320,5.7,NA,NA,NA,NA,NA,NA,13,NA,3,8.7,NA,NA,2022-01-18 01:15:00
2022,1,18,0,55,330,5.7,NA,NA,NA,NA,NA,NA,13,NA,3,8.7,NA,NA,2022-01-18 00:55:00
2022,1,18,0,35,330,5.1,7.7,NA,NA,NA,NA,NA,13,NA,3,8.7,NA,NA,2022-01-18 00:35:00
2022,1,18,0,15,330,5.1,NA,NA,NA,NA,NA,NA,13,NA,4,8.7,NA,NA,2022-01-18 00:15:00
2022,1,17,23,55,330,6.2,NA,NA,NA,NA,NA,NA,13,NA,4,8.7,NA,NA,2022-01-17 23:55:00
2022,1,17,23,35,330,6.7,NA,NA,NA,NA,NA,NA,13,NA,3,8.7,NA,NA,2022-01-17 23:35:00
2022,1,17,23,15,320,6.7,NA,NA,NA,NA,NA,NA,12,NA,4,8.7,NA,NA,2022-01-17 23:15:00
2022,1,17,22,55,340,6.2,NA,NA,NA,NA,NA,NA,12,NA,4,8.7,NA,NA,2022-01-17 22:55:00
2022,1,17,22,35,350,5.7,NA,NA,NA,NA,NA,NA,12,NA,4,8.7,NA,NA,2022-01-17 22:35:00
2022,1,17,22,15,330,6.7,NA,NA,NA,NA,NA,NA,12,NA,4,8.7,NA,NA,2022-01-17 22:15:00
2022,1,17,21,55,330,6.7,NA,NA,NA,NA,NA,NA,12,NA,4,8.7,NA,NA,2022-01-17 21:55:00
2022,1,17,21,35,340,7.2,NA,NA,NA,NA,NA,NA,12,NA,4,8.7,NA,NA,2022-01-17 21:35:00
2022,1,17,21,15,330,6.7,NA,NA,NA,NA,NA,NA,12,NA,5,8.7,NA,NA,2022-01-17 21:15:00
2022,1,17,20,55,330,7.2,NA,NA,NA,NA,NA,NA,11,NA,4,8.7,NA,NA,2022-01-17 20:55:00
2022,1,17,20,35,330,7.2,NA,NA,NA,NA,NA,NA,11,NA,4,8.7,NA,NA,2022-01-17 20:35:00
2022,1,17,20,15,330,7.2,NA,NA,NA,NA,NA,NA,11,NA,4,8.7,NA,NA,2022-01-17 20:15:00
2022,1,17,19,55,330,7.2,NA,NA,NA,NA,NA,NA,11,NA,5,8.7,NA,NA,2022-01-17 19:55:00
2022,1,17,19,35,330,7.7,NA,NA,NA,NA,NA,NA,11,NA,5,8.7,NA,NA,2022-01-17 19:35:00
2022,1,17,19,15,320,8.2,NA,NA,NA,NA,NA,NA,11,NA,5,8.7,NA,NA,2022-01-17 19:15:00
2022,1,17,18,55,320,7.7,NA,NA,NA,NA,NA,NA,11,NA,5,8.7,NA,NA,2022-01-17 18:55:00
2022,1,17,18,35,330,7.2,NA,NA,NA,NA,NA,NA,11,NA,5,8.7,NA,NA,2022-01-17 18:35:00
2022,1,17,18,15,330,8.2,NA,NA,NA,NA,NA,NA,10,NA,4,8.7,NA,NA,2022-01-17 18:15:00
2022,1,17,17,55,330,8.2,NA,NA,NA,NA,NA,NA,10,NA,4,8.7,NA,NA,2022-01-17 17:55:00
2022,1,17,17,35,320,8.2,NA,NA,NA,NA,NA,NA,10,NA,4,8.7,NA,NA,2022-01-17 17:35:00
2022,1,17,17,15,320,8.2,NA,NA,NA,NA,NA,NA,10,NA,4,8.7,NA,NA,2022-01-17 17:15:00
2022,1,17,16,55,330,8.2,10.8,NA,NA,NA,NA,NA,10,NA,4,8.7,NA,NA,2022-01-17 16:55:00
2022,1,17,16,35,330,8.8,NA,NA,NA,NA,NA,NA,10,NA,4,8.7,NA,NA,2022-01-17 16:35:00
2022,1,17,16,15,330,8.8,11.3,NA,NA,NA,NA,NA,10,NA,4,8.7,NA,NA,2022-01-17 16:15:00
2022,1,17,15,55,330,10.3,NA,NA,NA,NA,NA,NA,10,NA,3,8.7,NA,NA,2022-01-17 15:55:00
2022,1,17,15,35,330,10.3,NA,NA,NA,NA,NA,NA,10,NA,4,8.7,NA,NA,2022-01-17 15:35:00
2022,1,17,15,15,330,10.8,NA,NA,NA,NA,NA,NA,10,NA,3,8.7,NA,NA,2022-01-17 15:15:00
2022,1,17,14,55,330,10.8,13.4,NA,NA,NA,NA,NA,10,NA,3,8.7,NA,NA,2022-01-17 14:55:00
2022,1,17,14,35,330,10.8,14.9,NA,NA,NA,NA,NA,11,NA,3,8.7,NA,NA,2022-01-17 14:35:00
2022,1,17,14,15,320,10.3,NA,NA,NA,NA,NA,NA,11,NA,3,8.7,NA,NA,2022-01-17 14:15:00
2022,1,17,13,55,320,11.3,13.9,NA,NA,NA,NA,NA,11,NA,3,8.7,NA,NA,2022-01-17 13:55:00
2022,1,17,13,35,320,11.3,14.9,NA,NA,NA,NA,NA,11,NA,3,8.7,NA,NA,2022-01-17 13:35:00
2022,1,17,13,15,320,11.3,14.4,NA,NA,NA,NA,NA,11,NA,3,8.7,NA,NA,2022-01-17 13:15:00
2022,1,17,12,55,330,11.3,13.9,NA,NA,NA,NA,NA,11,NA,3,8.7,NA,NA,2022-01-17 12:55:00
2022,1,17,12,35,320,11.8,NA,NA,NA,NA,NA,NA,11,NA,3,8.7,NA,NA,2022-01-17 12:35:00
2022,1,17,12,15,320,12.4,NA,NA,NA,NA,NA,NA,11,NA,3,8.7,NA,NA,2022-01-17 12:15:00
2022,1,17,11,55,330,12.4,NA,NA,NA,NA,NA,NA,11,NA,3,8.7,NA,NA,2022-01-17 11:55:00
2022,1,17,11,35,330,13.4,NA,NA,NA,NA,NA,NA,11,NA,3,8.7,NA,NA,2022-01-17 11:35:00
2022,1,17,11,15,330,11.8,NA,NA,NA,NA,NA,NA,10,NA,3,8.7,NA,NA,2022-01-17 11:15:00
2022,1,17,10,55,330,12.4,15.4,NA,NA,NA,NA,NA,11,NA,3,8.7,NA,NA,2022-01-17 10:55:00
2022,1,17,10,35,320,11.3,NA,NA,NA,NA,NA,NA,11,NA,4,8.7,NA,NA,2022-01-17 10:35:00
2022,1,17,10,15,320,11.3,NA,NA,NA,NA,NA,NA,11,NA,3,8.7,NA,NA,2022-01-17 10:15:00
2022,1,17,9,55,320,11.3,NA,NA,NA,NA,NA,NA,11,NA,3,8.7,NA,NA,2022-01-17 09:55:00
2022,1,17,9,35,320,11.8,NA,NA,NA,NA,NA,NA,10,NA,4,8.7,NA,NA,2022-01-17 09:35:00
2022,1,17,9,15,320,11.3,13.9,NA,NA,NA,NA,NA,11,NA,4,8.7,NA,NA,2022-01-17 09:15:00
2022,1,17,8,55,310,11.3,NA,NA,NA,NA,NA,NA,10,NA,3,8.7,NA,NA,2022-01-17 08:55:00
2022,1,17,8,35,310,10.8,13.4,NA,NA,NA,NA,NA,10,NA,4,8.7,NA,NA,2022-01-17 08:35:00
2022,1,17,8,15,320,11.3,NA,NA,NA,NA,NA,NA,10,NA,4,8.7,NA,NA,2022-01-17 08:15:00
2022,1,17,7,55,320,10.8,13.9,NA,NA,NA,NA,NA,10,NA,3,8.7,NA,NA,2022-01-17 07:55:00
2022,1,17,7,35,320,11.8,NA,NA,NA,NA,NA,NA,11,NA,3,8.7,NA,NA,2022-01-17 07:35:00
2022,1,17,7,15,310,10.8,NA,NA,NA,NA,NA,NA,10,NA,4,8.7,NA,NA,2022-01-17 07:15:00
2022,1,17,6,55,320,8.8,11.3,NA,NA,NA,NA,NA,10,NA,4,8.7,NA,NA,2022-01-17 06:55:00
2022,1,17,6,35,310,7.7,NA,NA,NA,NA,NA,NA,10,NA,4,8.7,NA,NA,2022-01-17 06:35:00
2022,1,17,6,15,320,8.2,NA,NA,NA,NA,NA,NA,10,NA,4,8.7,NA,NA,2022-01-17 06:15:00
2022,1,17,5,55,320,6.7,10.3,NA,NA,NA,NA,NA,10,NA,4,8.7,NA,NA,2022-01-17 05:55:00
2022,1,17,5,35,310,9.8,12.9,NA,NA,NA,NA,NA,10,NA,4,8.7,NA,NA,2022-01-17 05:35:00
2022,1,17,5,15,330,10.8,NA,NA,NA,NA,NA,NA,10,NA,4,8.7,NA,NA,2022-01-17 05:15:00
2022,1,17,4,55,330,7.7,11.3,NA,NA,NA,NA,NA,10,NA,4,8.7,NA,NA,2022-01-17 04:55:00
2022,1,17,4,35,330,10.3,12.9,NA,NA,NA,NA,NA,10,NA,4,8.7,NA,NA,2022-01-17 04:35:00
2022,1,17,4,15,330,9.8,12.4,NA,NA,NA,NA,NA,10,NA,5,8.7,NA,NA,2022-01-17 04:15:00
2022,1,17,3,55,320,10.8,NA,NA,NA,NA,NA,NA,10,NA,5,8.7,NA,NA,2022-01-17 03:55:00
2022,1,17,3,35,330,8.8,12.9,NA,NA,NA,NA,NA,10,NA,4,8.7,NA,NA,2022-01-17 03:35:00
2022,1,17,3,15,330,10.8,NA,NA,NA,NA,NA,NA,10,NA,4,8.7,NA,NA,2022-01-17 03:15:00
2022,1,17,2,55,320,9.3,12.9,NA,NA,NA,NA,NA,9,NA,4,8.7,NA,NA,2022-01-17 02:55:00
2022,1,17,2,35,330,10.3,NA,NA,NA,NA,NA,NA,10,NA,5,8.7,NA,NA,2022-01-17 02:35:00
2022,1,17,2,15,330,10.3,12.9,NA,NA,NA,NA,NA,10,NA,5,8.7,NA,NA,2022-01-17 02:15:00
2022,1,17,1,55,320,10.8,13.4,NA,NA,NA,NA,NA,10,NA,5,8.7,NA,NA,2022-01-17 01:55:00
2022,1,17,1,35,320,10.3,13.9,NA,NA,NA,NA,NA,10,NA,5,8.7,NA,NA,2022-01-17 01:35:00
2022,1,17,1,15,320,10.8,NA,NA,NA,NA,NA,NA,10,NA,5,8.7,NA,NA,2022-01-17 01:15:00
2022,1,17,0,55,320,11.3,NA,NA,NA,NA,NA,NA,10,NA,5,8.7,NA,NA,2022-01-17 00:55:00
2022,1,17,0,35,320,11.3,14.4,NA,NA,NA,NA,NA,10,NA,5,8.7,NA,NA,2022-01-17 00:35:00
2022,1,17,0,15,330,11.3,15.4,NA,NA,NA,NA,NA,10,NA,5,8.7,NA,NA,2022-01-17 00:15:00
2022,1,16,23,55,330,12.4,15.4,NA,NA,NA,NA,NA,9,NA,5,8.7,NA,NA,2022-01-16 23:55:00
2022,1,16,23,35,330,12.9,18.5,NA,NA,NA,NA,NA,9,NA,5,8.7,NA,NA,2022-01-16 23:35:00
2022,1,16,23,15,320,13.9,16.5,NA,NA,NA,NA,NA,9,NA,4,8.7,NA,NA,2022-01-16 23:15:00
2022,1,16,22,55,320,14.4,17,NA,NA,NA,NA,NA,9,NA,4,8.7,NA,NA,2022-01-16 22:55:00
2022,1,16,22,35,330,13.9,17,NA,NA,NA,NA,NA,9,NA,5,8.7,NA,NA,2022-01-16 22:35:00
2022,1,16,22,15,320,13.9,NA,NA,NA,NA,NA,NA,9,NA,5,8.7,NA,NA,2022-01-16 22:15:00
2022,1,16,21,55,330,12.9,16,NA,NA,NA,NA,NA,8,NA,4,8.7,NA,NA,2022-01-16 21:55:00
2022,1,16,21,35,320,11.8,15.4,NA,NA,NA,NA,NA,8,NA,4,8.7,NA,NA,2022-01-16 21:35:00
2022,1,16,21,15,320,15.4,NA,NA,NA,NA,NA,NA,8,NA,4,8.7,NA,NA,2022-01-16 21:15:00
2022,1,16,20,55,320,14.9,18,NA,NA,NA,NA,NA,8,NA,4,8.7,NA,NA,2022-01-16 20:55:00
2022,1,16,20,35,320,12.9,18.5,NA,NA,NA,NA,NA,8,NA,3,8.7,NA,NA,2022-01-16 20:35:00
2022,1,16,20,15,320,16.5,20.1,NA,NA,NA,NA,NA,8,NA,3,8.7,NA,NA,2022-01-16 20:15:00
2022,1,16,19,55,320,17,20.1,NA,NA,NA,NA,NA,8,NA,3,8.7,NA,NA,2022-01-16 19:55:00
2022,1,16,19,35,320,16,20.6,NA,NA,NA,NA,NA,8,NA,4,8.7,NA,NA,2022-01-16 19:35:00
2022,1,16,19,15,310,16,19.6,NA,NA,NA,NA,NA,7,NA,3,8.7,NA,NA,2022-01-16 19:15:00
2022,1,16,18,55,310,14.4,19,NA,NA,NA,NA,NA,7,NA,4,8.7,NA,NA,2022-01-16 18:55:00
2022,1,16,18,35,310,16.5,21.1,NA,NA,NA,NA,NA,7,NA,3,8.7,NA,NA,2022-01-16 18:35:00
2022,1,16,18,15,320,13.9,20.6,NA,NA,NA,NA,NA,7,NA,3,8.7,NA,NA,2022-01-16 18:15:00
2022,1,16,17,55,310,17,NA,NA,NA,NA,NA,NA,6,NA,2,8.7,NA,NA,2022-01-16 17:55:00
2022,1,16,17,35,310,16,20.1,NA,NA,NA,NA,NA,6,NA,3,8.7,NA,NA,2022-01-16 17:35:00
2022,1,16,17,15,310,16,20.6,NA,NA,NA,NA,NA,6,NA,3,8.7,NA,NA,2022-01-16 17:15:00
2022,1,16,16,55,310,16,20.6,NA,NA,NA,NA,NA,6,NA,2,8.7,NA,NA,2022-01-16 16:55:00
2022,1,16,16,35,300,16.5,22.1,NA,NA,NA,NA,NA,6,NA,2,8.7,NA,NA,2022-01-16 16:35:00
2022,1,16,16,15,310,15.4,19.6,NA,NA,NA,NA,NA,6,NA,2,8.7,NA,NA,2022-01-16 16:15:00
2022,1,16,15,55,310,18,22.1,NA,NA,NA,NA,NA,5,NA,1,8.7,NA,NA,2022-01-16 15:55:00
2022,1,16,15,35,300,16.5,20.1,NA,NA,NA,NA,NA,5,NA,2,8.7,NA,NA,2022-01-16 15:35:00
2022,1,16,15,15,290,14.9,20.1,NA,NA,NA,NA,NA,5,NA,1,8.7,NA,NA,2022-01-16 15:15:00
2022,1,16,14,55,280,16.5,NA,NA,NA,NA,NA,NA,5,NA,1,8.7,NA,NA,2022-01-16 14:55:00
2022,1,16,14,35,290,13.9,17.5,NA,NA,NA,NA,NA,5,NA,1,8.7,NA,NA,2022-01-16 14:35:00
2022,1,16,14,15,300,14.9,18.5,NA,NA,NA,NA,NA,5,NA,1,8.7,NA,NA,2022-01-16 14:15:00
2022,1,16,13,55,300,14.4,18.5,NA,NA,NA,NA,NA,5,NA,1,8.7,NA,NA,2022-01-16 13:55:00
2022,1,16,13,35,300,14.9,18.5,NA,NA,NA,NA,NA,5,NA,1,8.7,NA,NA,2022-01-16 13:35:00
2022,1,16,13,15,300,14.9,20.6,NA,NA,NA,NA,NA,5,NA,1,8.7,NA,NA,2022-01-16 13:15:00
2022,1,16,12,55,300,16,20.1,NA,NA,NA,NA,NA,5,NA,0,8.7,NA,NA,2022-01-16 12:55:00
2022,1,16,12,35,290,16,19,NA,NA,NA,NA,NA,5,NA,1,8.7,NA,NA,2022-01-16 12:35:00
2022,1,16,12,15,300,14.9,20.1,NA,NA,NA,NA,NA,5,NA,1,8.7,NA,NA,2022-01-16 12:15:00
2022,1,16,11,55,300,15.4,19.6,NA,NA,NA,NA,NA,6,NA,1,8.7,NA,NA,2022-01-16 11:55:00
2022,1,16,11,35,290,16.5,19,NA,NA,NA,NA,NA,6,NA,1,8.7,NA,NA,2022-01-16 11:35:00
2022,1,16,11,15,290,15.4,19.6,NA,NA,NA,NA,NA,6,NA,1,8.7,NA,NA,2022-01-16 11:15:00
2022,1,16,10,55,300,17.5,20.6,NA,NA,NA,NA,NA,6,NA,0,8.7,NA,NA,2022-01-16 10:55:00
2022,1,16,10,35,290,16,20.1,NA,NA,NA,NA,NA,6,NA,0,8.7,NA,NA,2022-01-16 10:35:00
2022,1,16,10,15,290,17,22.1,NA,NA,NA,NA,NA,6,NA,0,8.7,NA,NA,2022-01-16 10:15:00
2022,1,16,9,55,290,16.5,21.1,NA,NA,NA,NA,NA,6,NA,0,8.7,NA,NA,2022-01-16 09:55:00
2022,1,16,9,35,290,17,23.2,NA,NA,NA,NA,NA,6,NA,0,8.7,NA,NA,2022-01-16 09:35:00
2022,1,16,9,15,300,16.5,19.6,NA,NA,NA,NA,NA,6,NA,0,8.7,NA,NA,2022-01-16 09:15:00
2022,1,16,8,55,290,17.5,21.6,NA,NA,NA,NA,NA,7,NA,-1,8.7,NA,NA,2022-01-16 08:55:00
2022,1,16,8,35,290,17.5,20.6,NA,NA,NA,NA,NA,7,NA,-1,8.7,NA,NA,2022-01-16 08:35:00
2022,1,16,8,15,290,18,21.1,NA,NA,NA,NA,NA,7,NA,0,8.7,NA,NA,2022-01-16 08:15:00
2022,1,16,7,55,290,16,23.7,NA,NA,NA,NA,NA,7,NA,0,8.7,NA,NA,2022-01-16 07:55:00
2022,1,16,7,35,290,17,23.7,NA,NA,NA,NA,NA,7,NA,0,8.7,NA,NA,2022-01-16 07:35:00
2022,1,16,7,15,300,17,21.6,NA,NA,NA,NA,NA,8,NA,1,8.7,NA,NA,2022-01-16 07:15:00
2022,1,16,6,55,300,16,23.2,NA,NA,NA,NA,NA,8,NA,2,8.7,NA,NA,2022-01-16 06:55:00
2022,1,16,6,35,310,17,20.6,NA,NA,NA,NA,NA,8,NA,2,8.7,NA,NA,2022-01-16 06:35:00
2022,1,16,6,15,300,18,22.1,NA,NA,NA,NA,NA,8,NA,2,8.7,NA,NA,2022-01-16 06:15:00
2022,1,16,5,55,290,20.1,24.2,NA,NA,NA,NA,NA,8,NA,2,8.7,NA,NA,2022-01-16 05:55:00
2022,1,16,5,35,300,17.5,21.1,NA,NA,NA,NA,NA,9,NA,4,8.7,NA,NA,2022-01-16 05:35:00
2022,1,16,5,15,300,18,22.1,NA,NA,NA,NA,NA,9,NA,6,8.7,NA,NA,2022-01-16 05:15:00
2022,1,16,4,55,300,16.5,21.6,NA,NA,NA,NA,NA,10,NA,6,8.7,NA,NA,2022-01-16 04:55:00
2022,1,16,4,35,310,16.5,21.6,NA,NA,NA,NA,NA,10,NA,7,8.7,NA,NA,2022-01-16 04:35:00
2022,1,16,4,15,310,16.5,NA,NA,NA,NA,NA,NA,11,NA,8,8.7,NA,NA,2022-01-16 04:15:00
2022,1,16,3,55,320,14.4,18.5,NA,NA,NA,NA,NA,11,NA,7,8.7,NA,NA,2022-01-16 03:55:00
2022,1,16,3,35,320,15.4,18,NA,NA,NA,NA,NA,11,NA,8,8.7,NA,NA,2022-01-16 03:35:00
2022,1,16,3,15,320,16,18.5,NA,NA,NA,NA,NA,12,NA,8,8.7,NA,NA,2022-01-16 03:15:00
2022,1,16,2,55,320,15.4,NA,NA,NA,NA,NA,NA,12,NA,9,8.7,NA,NA,2022-01-16 02:55:00
2022,1,16,2,35,320,15.4,18.5,NA,NA,NA,NA,NA,12,NA,9,8.7,NA,NA,2022-01-16 02:35:00
2022,1,16,2,15,320,15.4,NA,NA,NA,NA,NA,NA,12,NA,10,8.7,NA,NA,2022-01-16 02:15:00
2022,1,16,1,55,320,13.9,NA,NA,NA,NA,NA,NA,12,NA,11,6.1,NA,NA,2022-01-16 01:55:00
2022,1,16,1,35,320,14.4,NA,NA,NA,NA,NA,NA,13,NA,12,1.5,NA,NA,2022-01-16 01:35:00
2022,1,16,1,15,310,16.5,NA,NA,NA,NA,NA,NA,13,NA,12,8.7,NA,NA,2022-01-16 01:15:00
2022,1,16,0,55,260,9.8,NA,NA,NA,NA,NA,NA,17,NA,15,8.7,NA,NA,2022-01-16 00:55:00
2022,1,16,0,35,260,6.2,NA,NA,NA,NA,NA,NA,17,NA,15,8.7,NA,NA,2022-01-16 00:35:00
2022,1,16,0,15,260,6.2,NA,NA,NA,NA,NA,NA,17,NA,16,6.1,NA,NA,2022-01-16 00:15:00
2022,1,15,23,55,250,6.2,NA,NA,NA,NA,NA,NA,17,NA,16,8.7,NA,NA,2022-01-15 23:55:00
2022,1,15,23,35,250,8.8,NA,NA,NA,NA,NA,NA,17,NA,16,8.7,NA,NA,2022-01-15 23:35:00
2022,1,15,23,15,240,8.2,11.8,NA,NA,NA,NA,NA,17,NA,16,1.3,NA,NA,2022-01-15 23:15:00
2022,1,15,22,55,220,5.7,NA,NA,NA,NA,NA,NA,18,NA,16,8.7,NA,NA,2022-01-15 22:55:00
2022,1,15,22,35,210,9.3,NA,NA,NA,NA,NA,NA,18,NA,17,8.7,NA,NA,2022-01-15 22:35:00
2022,1,15,22,15,200,10.3,NA,NA,NA,NA,NA,NA,18,NA,17,8.7,NA,NA,2022-01-15 22:15:00
2022,1,15,21,55,210,7.2,NA,NA,NA,NA,NA,NA,18,NA,17,8.7,NA,NA,2022-01-15 21:55:00
2022,1,15,21,35,220,7.2,NA,NA,NA,NA,NA,NA,19,NA,17,8.7,NA,NA,2022-01-15 21:35:00
2022,1,15,21,15,210,7.7,NA,NA,NA,NA,NA,NA,19,NA,18,8.7,NA,NA,2022-01-15 21:15:00
2022,1,15,20,55,200,7.2,NA,NA,NA,NA,NA,NA,19,NA,17,8.7,NA,NA,2022-01-15 20:55:00
2022,1,15,20,35,190,7.2,NA,NA,NA,NA,NA,NA,19,NA,17,8.7,NA,NA,2022-01-15 20:35:00
2022,1,15,20,15,190,6.7,NA,NA,NA,NA,NA,NA,19,NA,17,8.7,NA,NA,2022-01-15 20:15:00
2022,1,15,19,55,190,6.2,8.8,NA,NA,NA,NA,NA,19,NA,17,8.7,NA,NA,2022-01-15 19:55:00
2022,1,15,19,35,180,6.7,NA,NA,NA,NA,NA,NA,19,NA,17,8.7,NA,NA,2022-01-15 19:35:00
2022,1,15,19,15,180,5.7,NA,NA,NA,NA,NA,NA,19,NA,17,8.7,NA,NA,2022-01-15 19:15:00
2022,1,15,18,55,180,5.7,NA,NA,NA,NA,NA,NA,19,NA,17,8.7,NA,NA,2022-01-15 18:55:00
2022,1,15,18,35,180,5.7,NA,NA,NA,NA,NA,NA,19,NA,17,8.7,NA,NA,2022-01-15 18:35:00
2022,1,15,18,15,190,5.7,NA,NA,NA,NA,NA,NA,19,NA,17,8.7,NA,NA,2022-01-15 18:15:00
2022,1,15,17,55,180,4.6,NA,NA,NA,NA,NA,NA,19,NA,16,8.7,NA,NA,2022-01-15 17:55:00
2022,1,15,17,35,190,4.1,NA,NA,NA,NA,NA,NA,18,NA,17,8.7,NA,NA,2022-01-15 17:35:00
2022,1,15,17,15,180,6.2,10.3,NA,NA,NA,NA,NA,18,NA,17,8.7,NA,NA,2022-01-15 17:15:00
2022,1,15,16,55,180,6.7,NA,NA,NA,NA,NA,NA,19,NA,16,5.2,NA,NA,2022-01-15 16:55:00
2022,1,15,16,35,190,7.2,NA,NA,NA,NA,NA,NA,19,NA,16,8.7,NA,NA,2022-01-15 16:35:00
2022,1,15,16,15,180,6.2,NA,NA,NA,NA,NA,NA,19,NA,16,8.7,NA,NA,2022-01-15 16:15:00
2022,1,15,15,55,170,3.6,NA,NA,NA,NA,NA,NA,20,NA,15,8.7,NA,NA,2022-01-15 15:55:00
2022,1,15,15,35,170,3.1,5.7,NA,NA,NA,NA,NA,20,NA,15,8.7,NA,NA,2022-01-15 15:35:00
2022,1,15,15,15,170,3.1,7.2,NA,NA,NA,NA,NA,20,NA,15,8.7,NA,NA,2022-01-15 15:15:00
2022,1,15,14,55,170,3.1,NA,NA,NA,NA,NA,NA,20,NA,14,8.7,NA,NA,2022-01-15 14:55:00
2022,1,15,14,35,160,4.1,NA,NA,NA,NA,NA,NA,20,NA,14,8.7,NA,NA,2022-01-15 14:35:00
2022,1,15,14,15,170,2.1,NA,NA,NA,NA,NA,NA,20,NA,14,8.7,NA,NA,2022-01-15 14:15:00
2022,1,15,13,55,180,3.1,NA,NA,NA,NA,NA,NA,20,NA,14,8.7,NA,NA,2022-01-15 13:55:00
2022,1,15,13,35,170,2.1,NA,NA,NA,NA,NA,NA,19,NA,14,8.7,NA,NA,2022-01-15 13:35:00
2022,1,15,13,15,180,3.1,NA,NA,NA,NA,NA,NA,19,NA,14,8.7,NA,NA,2022-01-15 13:15:00
2022,1,15,12,55,180,3.1,NA,NA,NA,NA,NA,NA,19,NA,14,8.7,NA,NA,2022-01-15 12:55:00
2022,1,15,12,35,180,4.1,NA,NA,NA,NA,NA,NA,19,NA,13,8.7,NA,NA,2022-01-15 12:35:00
2022,1,15,12,15,180,5.1,NA,NA,NA,NA,NA,NA,19,NA,13,8.7,NA,NA,2022-01-15 12:15:00
2022,1,15,11,55,180,3.6,NA,NA,NA,NA,NA,NA,19,NA,13,8.7,NA,NA,2022-01-15 11:55:00
2022,1,15,11,35,180,4.1,NA,NA,NA,NA,NA,NA,19,NA,13,8.7,NA,NA,2022-01-15 11:35:00
