"YY","MM","DD","hh","mm","WDIR","WSPD","GST","WVHT","DPD","APD","MWD","PRES","ATMP","WTMP","DEWP","VIS","PTDY","TIDE","Date"
2021,12,19,1,15,210,6.2,NA,NA,NA,NA,NA,NA,24,NA,22,7.8,NA,NA,2021-12-19 01:15:00
2021,12,19,0,55,210,5.7,NA,NA,NA,NA,NA,NA,24,NA,22,8.7,NA,NA,2021-12-19 00:55:00
2021,12,19,0,35,200,6.7,NA,NA,NA,NA,NA,NA,24,NA,22,7,NA,NA,2021-12-19 00:35:00
2021,12,19,0,15,190,5.1,NA,NA,NA,NA,NA,NA,24,NA,22,6.1,NA,NA,2021-12-19 00:15:00
2021,12,18,23,55,190,5.7,NA,NA,NA,NA,NA,NA,24,NA,22,7.8,NA,NA,2021-12-18 23:55:00
2021,12,18,23,35,190,5.7,NA,NA,NA,NA,NA,NA,24,NA,22,7,NA,NA,2021-12-18 23:35:00
2021,12,18,23,15,200,4.6,NA,NA,NA,NA,NA,NA,24,NA,22,5.2,NA,NA,2021-12-18 23:15:00
2021,12,18,22,55,210,6.2,NA,NA,NA,NA,NA,NA,24,NA,22,8.7,NA,NA,2021-12-18 22:55:00
2021,12,18,22,35,NA,3.6,7.2,NA,NA,NA,NA,NA,24,NA,22,5.2,NA,NA,2021-12-18 22:35:00
2021,12,18,22,15,210,6.7,NA,NA,NA,NA,NA,NA,24,NA,22,5.2,NA,NA,2021-12-18 22:15:00
2021,12,18,21,55,210,6.7,NA,NA,NA,NA,NA,NA,24,NA,22,7,NA,NA,2021-12-18 21:55:00
2021,12,18,21,35,210,7.7,NA,NA,NA,NA,NA,NA,24,NA,22,6.1,NA,NA,2021-12-18 21:35:00
2021,12,18,21,15,200,10.8,NA,NA,NA,NA,NA,NA,24,NA,22,4.3,NA,NA,2021-12-18 21:15:00
2021,12,18,20,55,200,8.2,NA,NA,NA,NA,NA,NA,24,NA,23,3.5,NA,NA,2021-12-18 20:55:00
2021,12,18,20,35,200,9.3,NA,NA,NA,NA,NA,NA,24,NA,23,3.5,NA,NA,2021-12-18 20:35:00
2021,12,18,20,15,200,5.7,NA,NA,NA,NA,NA,NA,24,NA,23,4.3,NA,NA,2021-12-18 20:15:00
2021,12,18,19,55,200,5.1,7.7,NA,NA,NA,NA,NA,24,NA,22,5.2,NA,NA,2021-12-18 19:55:00
2021,12,18,19,35,180,5.1,7.7,NA,NA,NA,NA,NA,24,NA,22,7,NA,NA,2021-12-18 19:35:00
2021,12,18,19,15,160,4.6,7.7,NA,NA,NA,NA,NA,24,NA,22,7.8,NA,NA,2021-12-18 19:15:00
2021,12,18,18,55,150,5.7,NA,NA,NA,NA,NA,NA,24,NA,22,7.8,NA,NA,2021-12-18 18:55:00
2021,12,18,18,35,150,5.1,8.2,NA,NA,NA,NA,NA,24,NA,22,8.7,NA,NA,2021-12-18 18:35:00
2021,12,18,18,15,160,6.2,NA,NA,NA,NA,NA,NA,24,NA,22,7.8,NA,NA,2021-12-18 18:15:00
2021,12,18,17,55,160,6.2,NA,NA,NA,NA,NA,NA,24,NA,22,7,NA,NA,2021-12-18 17:55:00
2021,12,18,17,35,170,4.1,6.7,NA,NA,NA,NA,NA,24,NA,22,4.3,NA,NA,2021-12-18 17:35:00
2021,12,18,17,15,160,5.1,NA,NA,NA,NA,NA,NA,24,NA,22,4.3,NA,NA,2021-12-18 17:15:00
2021,12,18,16,55,150,6.2,NA,NA,NA,NA,NA,NA,24,NA,22,4.3,NA,NA,2021-12-18 16:55:00
2021,12,18,16,35,150,6.7,NA,NA,NA,NA,NA,NA,24,NA,22,5.2,NA,NA,2021-12-18 16:35:00
2021,12,18,16,15,150,6.2,NA,NA,NA,NA,NA,NA,24,NA,22,6.1,NA,NA,2021-12-18 16:15:00
2021,12,18,15,55,150,6.2,NA,NA,NA,NA,NA,NA,24,NA,22,4.3,NA,NA,2021-12-18 15:55:00
2021,12,18,15,35,150,6.2,NA,NA,NA,NA,NA,NA,24,NA,23,4.3,NA,NA,2021-12-18 15:35:00
2021,12,18,15,15,150,5.7,NA,NA,NA,NA,NA,NA,24,NA,23,3.5,NA,NA,2021-12-18 15:15:00
2021,12,18,14,55,160,5.7,8.8,NA,NA,NA,NA,NA,24,NA,23,3.5,NA,NA,2021-12-18 14:55:00
2021,12,18,14,35,150,7.2,NA,NA,NA,NA,NA,NA,24,NA,23,4.3,NA,NA,2021-12-18 14:35:00
2021,12,18,14,15,150,6.7,NA,NA,NA,NA,NA,NA,24,NA,22,5.2,NA,NA,2021-12-18 14:15:00
2021,12,18,13,55,160,5.1,8.2,NA,NA,NA,NA,NA,24,NA,22,5.2,NA,NA,2021-12-18 13:55:00
2021,12,18,13,35,150,6.7,NA,NA,NA,NA,NA,NA,23,NA,22,3.5,NA,NA,2021-12-18 13:35:00
2021,12,18,13,15,160,5.7,NA,NA,NA,NA,NA,NA,23,NA,22,3.5,NA,NA,2021-12-18 13:15:00
2021,12,18,12,55,170,5.7,NA,NA,NA,NA,NA,NA,23,NA,22,4.3,NA,NA,2021-12-18 12:55:00
2021,12,18,12,35,170,5.1,8.8,NA,NA,NA,NA,NA,23,NA,22,4.3,NA,NA,2021-12-18 12:35:00
2021,12,18,12,15,160,5.7,NA,NA,NA,NA,NA,NA,23,NA,22,4.3,NA,NA,2021-12-18 12:15:00
2021,12,18,11,55,170,5.1,8.8,NA,NA,NA,NA,NA,23,NA,22,5.2,NA,NA,2021-12-18 11:55:00
2021,12,18,11,35,160,6.2,NA,NA,NA,NA,NA,NA,23,NA,22,4.3,NA,NA,2021-12-18 11:35:00
2021,12,18,11,15,160,5.7,NA,NA,NA,NA,NA,NA,23,NA,22,5.2,NA,NA,2021-12-18 11:15:00
2021,12,18,10,55,150,6.2,NA,NA,NA,NA,NA,NA,23,NA,22,5.2,NA,NA,2021-12-18 10:55:00
2021,12,18,10,35,150,5.1,7.7,NA,NA,NA,NA,NA,23,NA,22,7.8,NA,NA,2021-12-18 10:35:00
2021,12,18,10,15,160,4.6,NA,NA,NA,NA,NA,NA,23,NA,22,8.7,NA,NA,2021-12-18 10:15:00
2021,12,18,9,55,160,6.7,NA,NA,NA,NA,NA,NA,23,NA,22,7,NA,NA,2021-12-18 09:55:00
2021,12,18,9,35,150,5.1,NA,NA,NA,NA,NA,NA,23,NA,22,6.1,NA,NA,2021-12-18 09:35:00
2021,12,18,9,15,160,4.1,7.2,NA,NA,NA,NA,NA,23,NA,22,7,NA,NA,2021-12-18 09:15:00
2021,12,18,8,55,170,5.1,NA,NA,NA,NA,NA,NA,23,NA,22,8.7,NA,NA,2021-12-18 08:55:00
2021,12,18,8,35,160,6.2,9.3,NA,NA,NA,NA,NA,23,NA,22,8.7,NA,NA,2021-12-18 08:35:00
2021,12,18,8,15,160,6.2,NA,NA,NA,NA,NA,NA,23,NA,22,8.7,NA,NA,2021-12-18 08:15:00
2021,12,18,7,55,160,5.1,8.2,NA,NA,NA,NA,NA,23,NA,22,8.7,NA,NA,2021-12-18 07:55:00
2021,12,18,7,35,150,6.2,NA,NA,NA,NA,NA,NA,23,NA,22,8.7,NA,NA,2021-12-18 07:35:00
2021,12,18,7,15,160,5.1,8.2,NA,NA,NA,NA,NA,23,NA,22,8.7,NA,NA,2021-12-18 07:15:00
2021,12,18,6,55,160,6.2,NA,NA,NA,NA,NA,NA,23,NA,22,8.7,NA,NA,2021-12-18 06:55:00
2021,12,18,6,35,150,6.2,NA,NA,NA,NA,NA,NA,23,NA,22,7.8,NA,NA,2021-12-18 06:35:00
2021,12,18,6,15,150,6.2,NA,NA,NA,NA,NA,NA,23,NA,22,7.8,NA,NA,2021-12-18 06:15:00
2021,12,18,5,55,150,6.2,8.8,NA,NA,NA,NA,NA,23,NA,22,6.1,NA,NA,2021-12-18 05:55:00
2021,12,18,5,35,150,7.7,NA,NA,NA,NA,NA,NA,23,NA,22,7,NA,NA,2021-12-18 05:35:00
2021,12,18,5,15,150,6.2,NA,NA,NA,NA,NA,NA,23,NA,22,7.8,NA,NA,2021-12-18 05:15:00
2021,12,18,4,55,150,8.2,NA,NA,NA,NA,NA,NA,23,NA,22,6.1,NA,NA,2021-12-18 04:55:00
2021,12,18,4,35,140,7.7,NA,NA,NA,NA,NA,NA,23,NA,22,6.1,NA,NA,2021-12-18 04:35:00
2021,12,18,4,15,140,6.7,NA,NA,NA,NA,NA,NA,23,NA,22,3.5,NA,NA,2021-12-18 04:15:00
2021,12,18,3,55,140,8.2,NA,NA,NA,NA,NA,NA,23,NA,22,3.5,NA,NA,2021-12-18 03:55:00
2021,12,18,3,35,140,8.2,NA,NA,NA,NA,NA,NA,23,NA,22,3.5,NA,NA,2021-12-18 03:35:00
2021,12,18,3,15,140,8.2,NA,NA,NA,NA,NA,NA,23,NA,23,2.6,NA,NA,2021-12-18 03:15:00
2021,12,18,2,55,150,6.2,NA,NA,NA,NA,NA,NA,23,NA,22,3.5,NA,NA,2021-12-18 02:55:00
2021,12,18,2,35,140,6.7,NA,NA,NA,NA,NA,NA,23,NA,22,5.2,NA,NA,2021-12-18 02:35:00
2021,12,18,2,15,140,6.7,NA,NA,NA,NA,NA,NA,23,NA,22,7.8,NA,NA,2021-12-18 02:15:00
2021,12,18,1,55,150,6.7,NA,NA,NA,NA,NA,NA,23,NA,22,7.8,NA,NA,2021-12-18 01:55:00
2021,12,18,1,35,140,6.7,NA,NA,NA,NA,NA,NA,23,NA,22,3.5,NA,NA,2021-12-18 01:35:00
2021,12,18,1,15,140,7.2,NA,NA,NA,NA,NA,NA,23,NA,22,3.5,NA,NA,2021-12-18 01:15:00
2021,12,18,0,55,140,7.7,NA,NA,NA,NA,NA,NA,23,NA,22,3.5,NA,NA,2021-12-18 00:55:00
2021,12,18,0,35,140,7.2,NA,NA,NA,NA,NA,NA,23,NA,22,3.5,NA,NA,2021-12-18 00:35:00
2021,12,18,0,15,140,7.7,NA,NA,NA,NA,NA,NA,23,NA,22,3.5,NA,NA,2021-12-18 00:15:00
2021,12,17,23,55,140,7.2,NA,NA,NA,NA,NA,NA,23,NA,22,3.5,NA,NA,2021-12-17 23:55:00
2021,12,17,23,35,140,6.7,NA,NA,NA,NA,NA,NA,23,NA,22,3.5,NA,NA,2021-12-17 23:35:00
2021,12,17,23,15,150,6.2,NA,NA,NA,NA,NA,NA,23,NA,22,2.6,NA,NA,2021-12-17 23:15:00
2021,12,17,22,55,140,6.7,NA,NA,NA,NA,NA,NA,23,NA,22,3.5,NA,NA,2021-12-17 22:55:00
2021,12,17,22,35,150,6.7,NA,NA,NA,NA,NA,NA,23,NA,22,3.5,NA,NA,2021-12-17 22:35:00
2021,12,17,22,15,150,6.7,NA,NA,NA,NA,NA,NA,23,NA,22,3.5,NA,NA,2021-12-17 22:15:00
2021,12,17,21,55,150,6.7,NA,NA,NA,NA,NA,NA,23,NA,22,5.2,NA,NA,2021-12-17 21:55:00
2021,12,17,21,35,150,6.7,NA,NA,NA,NA,NA,NA,23,NA,22,5.2,NA,NA,2021-12-17 21:35:00
2021,12,17,21,15,150,7.2,NA,NA,NA,NA,NA,NA,23,NA,22,4.3,NA,NA,2021-12-17 21:15:00
2021,12,17,20,55,140,6.7,NA,NA,NA,NA,NA,NA,23,NA,22,2.6,NA,NA,2021-12-17 20:55:00
2021,12,17,20,35,150,7.7,NA,NA,NA,NA,NA,NA,23,NA,22,6.1,NA,NA,2021-12-17 20:35:00
2021,12,17,20,15,140,7.7,NA,NA,NA,NA,NA,NA,23,NA,22,7,NA,NA,2021-12-17 20:15:00
2021,12,17,19,55,140,6.7,NA,NA,NA,NA,NA,NA,23,NA,22,7.8,NA,NA,2021-12-17 19:55:00
2021,12,17,19,35,140,6.7,NA,NA,NA,NA,NA,NA,23,NA,22,4.3,NA,NA,2021-12-17 19:35:00
2021,12,17,19,15,150,6.7,9.3,NA,NA,NA,NA,NA,23,NA,22,3.5,NA,NA,2021-12-17 19:15:00
2021,12,17,18,55,140,7.7,NA,NA,NA,NA,NA,NA,23,NA,22,3.5,NA,NA,2021-12-17 18:55:00
2021,12,17,18,35,140,6.7,NA,NA,NA,NA,NA,NA,23,NA,21,7.8,NA,NA,2021-12-17 18:35:00
2021,12,17,18,15,150,7.7,NA,NA,NA,NA,NA,NA,23,NA,22,6.1,NA,NA,2021-12-17 18:15:00
2021,12,17,17,55,140,7.7,NA,NA,NA,NA,NA,NA,23,NA,21,6.1,NA,NA,2021-12-17 17:55:00
2021,12,17,17,35,140,8.2,NA,NA,NA,NA,NA,NA,23,NA,21,7.8,NA,NA,2021-12-17 17:35:00
2021,12,17,17,15,140,10.3,NA,NA,NA,NA,NA,NA,23,NA,21,8.7,NA,NA,2021-12-17 17:15:00
2021,12,17,16,55,140,9.3,NA,NA,NA,NA,NA,NA,23,NA,21,8.7,NA,NA,2021-12-17 16:55:00
2021,12,17,16,35,150,9.3,NA,NA,NA,NA,NA,NA,23,NA,21,8.7,NA,NA,2021-12-17 16:35:00
2021,12,17,16,15,140,9.8,NA,NA,NA,NA,NA,NA,23,NA,20,8.7,NA,NA,2021-12-17 16:15:00
2021,12,17,15,55,150,9.8,NA,NA,NA,NA,NA,NA,23,NA,20,8.7,NA,NA,2021-12-17 15:55:00
2021,12,17,15,35,150,8.8,11.8,NA,NA,NA,NA,NA,23,NA,20,8.7,NA,NA,2021-12-17 15:35:00
2021,12,17,15,15,150,11.3,NA,NA,NA,NA,NA,NA,23,NA,20,8.7,NA,NA,2021-12-17 15:15:00
2021,12,17,14,55,150,11.8,NA,NA,NA,NA,NA,NA,23,NA,21,5.2,NA,NA,2021-12-17 14:55:00
2021,12,17,14,35,140,9.8,NA,NA,NA,NA,NA,NA,22,NA,21,6.1,NA,NA,2021-12-17 14:35:00
2021,12,17,14,15,140,8.2,NA,NA,NA,NA,NA,NA,22,NA,20,7.8,NA,NA,2021-12-17 14:15:00
2021,12,17,13,55,130,6.7,NA,NA,NA,NA,NA,NA,23,NA,22,7,NA,NA,2021-12-17 13:55:00
2021,12,17,13,35,140,7.7,NA,NA,NA,NA,NA,NA,23,NA,22,6.1,NA,NA,2021-12-17 13:35:00
2021,12,17,13,15,150,5.7,NA,NA,NA,NA,NA,NA,23,NA,22,7.8,NA,NA,2021-12-17 13:15:00
2021,12,17,12,55,110,6.7,9.3,NA,NA,NA,NA,NA,22,NA,21,6.1,NA,NA,2021-12-17 12:55:00
2021,12,17,12,35,130,8.2,11.3,NA,NA,NA,NA,NA,22,NA,21,1.1,NA,NA,2021-12-17 12:35:00
2021,12,17,12,15,130,10.8,NA,NA,NA,NA,NA,NA,22,NA,21,0.9,NA,NA,2021-12-17 12:15:00
2021,12,17,11,55,120,10.3,NA,NA,NA,NA,NA,NA,23,NA,22,4.3,NA,NA,2021-12-17 11:55:00
2021,12,17,11,35,130,7.7,NA,NA,NA,NA,NA,NA,23,NA,21,1.1,NA,NA,2021-12-17 11:35:00
2021,12,17,11,15,100,8.2,NA,NA,NA,NA,NA,NA,23,NA,22,4.3,NA,NA,2021-12-17 11:15:00
2021,12,17,10,55,110,9.3,NA,NA,NA,NA,NA,NA,23,NA,22,6.1,NA,NA,2021-12-17 10:55:00
2021,12,17,10,35,100,8.8,NA,NA,NA,NA,NA,NA,23,NA,22,6.1,NA,NA,2021-12-17 10:35:00
2021,12,17,10,15,100,9.3,NA,NA,NA,NA,NA,NA,23,NA,22,5.2,NA,NA,2021-12-17 10:15:00
2021,12,17,9,55,110,8.2,NA,NA,NA,NA,NA,NA,23,NA,22,5.2,NA,NA,2021-12-17 09:55:00
2021,12,17,9,35,110,8.2,NA,NA,NA,NA,NA,NA,23,NA,22,6.1,NA,NA,2021-12-17 09:35:00
2021,12,17,9,15,100,8.2,NA,NA,NA,NA,NA,NA,23,NA,22,6.1,NA,NA,2021-12-17 09:15:00
2021,12,17,8,55,100,8.2,NA,NA,NA,NA,NA,NA,23,NA,22,6.1,NA,NA,2021-12-17 08:55:00
2021,12,17,8,35,110,7.2,NA,NA,NA,NA,NA,NA,23,NA,22,7.8,NA,NA,2021-12-17 08:35:00
2021,12,17,8,15,90,6.7,NA,NA,NA,NA,NA,NA,23,NA,22,8.7,NA,NA,2021-12-17 08:15:00
2021,12,17,7,55,90,7.2,NA,NA,NA,NA,NA,NA,23,NA,22,8.7,NA,NA,2021-12-17 07:55:00
2021,12,17,7,35,100,6.7,NA,NA,NA,NA,NA,NA,23,NA,22,8.7,NA,NA,2021-12-17 07:35:00
2021,12,17,7,15,90,6.7,NA,NA,NA,NA,NA,NA,23,NA,21,8.7,NA,NA,2021-12-17 07:15:00
2021,12,17,6,55,100,7.2,NA,NA,NA,NA,NA,NA,23,NA,21,8.7,NA,NA,2021-12-17 06:55:00
2021,12,17,6,35,90,6.2,NA,NA,NA,NA,NA,NA,23,NA,22,8.7,NA,NA,2021-12-17 06:35:00
2021,12,17,6,15,90,6.2,NA,NA,NA,NA,NA,NA,23,NA,22,8.7,NA,NA,2021-12-17 06:15:00
2021,12,17,5,55,90,6.2,NA,NA,NA,NA,NA,NA,23,NA,22,8.7,NA,NA,2021-12-17 05:55:00
2021,12,17,5,35,100,6.2,NA,NA,NA,NA,NA,NA,23,NA,21,8.7,NA,NA,2021-12-17 05:35:00
2021,12,17,5,15,100,7.2,NA,NA,NA,NA,NA,NA,23,NA,21,8.7,NA,NA,2021-12-17 05:15:00
2021,12,17,4,55,90,6.7,NA,NA,NA,NA,NA,NA,23,NA,21,8.7,NA,NA,2021-12-17 04:55:00
2021,12,17,4,35,90,6.7,NA,NA,NA,NA,NA,NA,23,NA,21,8.7,NA,NA,2021-12-17 04:35:00
2021,12,17,4,15,100,8.2,NA,NA,NA,NA,NA,NA,23,NA,21,8.7,NA,NA,2021-12-17 04:15:00
2021,12,17,3,55,90,7.2,NA,NA,NA,NA,NA,NA,23,NA,21,8.7,NA,NA,2021-12-17 03:55:00
2021,12,17,3,35,80,7.7,NA,NA,NA,NA,NA,NA,23,NA,21,8.7,NA,NA,2021-12-17 03:35:00
2021,12,17,3,15,80,7.2,NA,NA,NA,NA,NA,NA,23,NA,21,8.7,NA,NA,2021-12-17 03:15:00
2021,12,17,2,55,80,6.2,NA,NA,NA,NA,NA,NA,23,NA,21,8.7,NA,NA,2021-12-17 02:55:00
2021,12,17,2,35,70,6.7,NA,NA,NA,NA,NA,NA,23,NA,21,8.7,NA,NA,2021-12-17 02:35:00
2021,12,17,2,15,80,6.7,NA,NA,NA,NA,NA,NA,23,NA,21,8.7,NA,NA,2021-12-17 02:15:00
2021,12,17,1,55,90,6.7,NA,NA,NA,NA,NA,NA,23,NA,21,8.7,NA,NA,2021-12-17 01:55:00
2021,12,17,1,35,80,6.7,NA,NA,NA,NA,NA,NA,23,NA,21,8.7,NA,NA,2021-12-17 01:35:00
2021,12,17,1,15,80,6.7,NA,NA,NA,NA,NA,NA,23,NA,21,8.7,NA,NA,2021-12-17 01:15:00
2021,12,17,0,55,80,6.7,NA,NA,NA,NA,NA,NA,23,NA,21,8.7,NA,NA,2021-12-17 00:55:00
2021,12,17,0,35,80,6.2,NA,NA,NA,NA,NA,NA,23,NA,21,8.7,NA,NA,2021-12-17 00:35:00
2021,12,17,0,15,70,5.7,NA,NA,NA,NA,NA,NA,23,NA,21,8.7,NA,NA,2021-12-17 00:15:00
2021,12,16,23,55,70,5.1,NA,NA,NA,NA,NA,NA,23,NA,21,8.7,NA,NA,2021-12-16 23:55:00
2021,12,16,23,35,80,5.7,NA,NA,NA,NA,NA,NA,23,NA,21,8.7,NA,NA,2021-12-16 23:35:00
2021,12,16,23,15,80,5.7,NA,NA,NA,NA,NA,NA,23,NA,21,8.7,NA,NA,2021-12-16 23:15:00
2021,12,16,22,55,90,5.7,NA,NA,NA,NA,NA,NA,23,NA,21,8.7,NA,NA,2021-12-16 22:55:00
2021,12,16,22,35,90,5.7,NA,NA,NA,NA,NA,NA,23,NA,20,8.7,NA,NA,2021-12-16 22:35:00
2021,12,16,22,15,70,5.7,NA,NA,NA,NA,NA,NA,23,NA,21,8.7,NA,NA,2021-12-16 22:15:00
2021,12,16,21,55,70,5.7,NA,NA,NA,NA,NA,NA,23,NA,21,8.7,NA,NA,2021-12-16 21:55:00
2021,12,16,21,35,70,5.1,NA,NA,NA,NA,NA,NA,23,NA,21,8.7,NA,NA,2021-12-16 21:35:00
2021,12,16,21,15,70,4.6,NA,NA,NA,NA,NA,NA,23,NA,21,8.7,NA,NA,2021-12-16 21:15:00
2021,12,16,20,55,70,4.1,NA,NA,NA,NA,NA,NA,23,NA,20,8.7,NA,NA,2021-12-16 20:55:00
2021,12,16,20,35,80,4.1,NA,NA,NA,NA,NA,NA,23,NA,20,8.7,NA,NA,2021-12-16 20:35:00
2021,12,16,20,15,80,4.1,NA,NA,NA,NA,NA,NA,23,NA,21,8.7,NA,NA,2021-12-16 20:15:00
2021,12,16,19,55,90,3.6,NA,NA,NA,NA,NA,NA,23,NA,20,8.7,NA,NA,2021-12-16 19:55:00
2021,12,16,19,35,110,2.6,NA,NA,NA,NA,NA,NA,23,NA,20,8.7,NA,NA,2021-12-16 19:35:00
2021,12,16,19,15,60,2.6,NA,NA,NA,NA,NA,NA,23,NA,20,8.7,NA,NA,2021-12-16 19:15:00
2021,12,16,18,55,70,2.1,NA,NA,NA,NA,NA,NA,23,NA,20,8.7,NA,NA,2021-12-16 18:55:00
2021,12,16,18,35,90,2.6,NA,NA,NA,NA,NA,NA,23,NA,20,8.7,NA,NA,2021-12-16 18:35:00
2021,12,16,18,15,120,3.6,7.2,NA,NA,NA,NA,NA,23,NA,20,8.7,NA,NA,2021-12-16 18:15:00
2021,12,16,17,55,140,3.1,NA,NA,NA,NA,NA,NA,23,NA,20,8.7,NA,NA,2021-12-16 17:55:00
2021,12,16,17,35,130,3.6,NA,NA,NA,NA,NA,NA,23,NA,20,8.7,NA,NA,2021-12-16 17:35:00
2021,12,16,17,15,120,4.1,NA,NA,NA,NA,NA,NA,23,NA,20,8.7,NA,NA,2021-12-16 17:15:00
2021,12,16,16,55,120,4.6,NA,NA,NA,NA,NA,NA,23,NA,20,8.7,NA,NA,2021-12-16 16:55:00
2021,12,16,16,35,130,4.1,NA,NA,NA,NA,NA,NA,23,NA,19,8.7,NA,NA,2021-12-16 16:35:00
2021,12,16,16,15,130,4.6,NA,NA,NA,NA,NA,NA,23,NA,19,8.7,NA,NA,2021-12-16 16:15:00
2021,12,16,15,55,130,5.1,NA,NA,NA,NA,NA,NA,23,NA,19,8.7,NA,NA,2021-12-16 15:55:00
2021,12,16,15,35,130,5.7,NA,NA,NA,NA,NA,NA,23,NA,20,8.7,NA,NA,2021-12-16 15:35:00
2021,12,16,15,15,130,5.7,NA,NA,NA,NA,NA,NA,23,NA,20,8.7,NA,NA,2021-12-16 15:15:00
2021,12,16,14,55,130,4.1,NA,NA,NA,NA,NA,NA,23,NA,19,8.7,NA,NA,2021-12-16 14:55:00
2021,12,16,14,35,140,4.6,NA,NA,NA,NA,NA,NA,23,NA,19,8.7,NA,NA,2021-12-16 14:35:00
2021,12,16,14,15,140,5.1,NA,NA,NA,NA,NA,NA,23,NA,19,8.7,NA,NA,2021-12-16 14:15:00
2021,12,16,13,55,130,6.2,NA,NA,NA,NA,NA,NA,23,NA,20,8.7,NA,NA,2021-12-16 13:55:00
2021,12,16,13,35,120,6.7,NA,NA,NA,NA,NA,NA,23,NA,20,8.7,NA,NA,2021-12-16 13:35:00
2021,12,16,13,15,130,5.1,NA,NA,NA,NA,NA,NA,23,NA,20,8.7,NA,NA,2021-12-16 13:15:00
2021,12,16,12,55,130,5.1,NA,NA,NA,NA,NA,NA,23,NA,19,8.7,NA,NA,2021-12-16 12:55:00
2021,12,16,12,35,130,5.7,NA,NA,NA,NA,NA,NA,23,NA,19,8.7,NA,NA,2021-12-16 12:35:00
2021,12,16,12,15,140,6.7,NA,NA,NA,NA,NA,NA,23,NA,19,8.7,NA,NA,2021-12-16 12:15:00
2021,12,16,11,55,130,6.2,NA,NA,NA,NA,NA,NA,23,NA,19,8.7,NA,NA,2021-12-16 11:55:00
2021,12,16,11,35,140,5.1,NA,NA,NA,NA,NA,NA,22,NA,19,8.7,NA,NA,2021-12-16 11:35:00
2021,12,16,11,15,140,5.1,NA,NA,NA,NA,NA,NA,22,NA,19,8.7,NA,NA,2021-12-16 11:15:00
2021,12,16,10,55,140,5.7,NA,NA,NA,NA,NA,NA,22,NA,19,8.7,NA,NA,2021-12-16 10:55:00
2021,12,16,10,35,140,6.2,NA,NA,NA,NA,NA,NA,23,NA,19,8.7,NA,NA,2021-12-16 10:35:00
2021,12,16,10,15,130,6.7,NA,NA,NA,NA,NA,NA,23,NA,18,8.7,NA,NA,2021-12-16 10:15:00
2021,12,16,9,55,140,5.7,NA,NA,NA,NA,NA,NA,22,NA,19,8.7,NA,NA,2021-12-16 09:55:00
2021,12,16,9,35,130,6.7,NA,NA,NA,NA,NA,NA,22,NA,19,8.7,NA,NA,2021-12-16 09:35:00
2021,12,16,9,15,130,7.2,NA,NA,NA,NA,NA,NA,22,NA,19,8.7,NA,NA,2021-12-16 09:15:00
2021,12,16,8,55,130,6.7,NA,NA,NA,NA,NA,NA,22,NA,18,8.7,NA,NA,2021-12-16 08:55:00
2021,12,16,8,35,130,7.2,NA,NA,NA,NA,NA,NA,22,NA,18,8.7,NA,NA,2021-12-16 08:35:00
2021,12,16,8,15,130,8.2,NA,NA,NA,NA,NA,NA,22,NA,18,8.7,NA,NA,2021-12-16 08:15:00
2021,12,16,7,55,130,7.2,NA,NA,NA,NA,NA,NA,22,NA,19,8.7,NA,NA,2021-12-16 07:55:00
2021,12,16,7,35,120,8.8,NA,NA,NA,NA,NA,NA,22,NA,19,8.7,NA,NA,2021-12-16 07:35:00
2021,12,16,7,15,120,9.3,NA,NA,NA,NA,NA,NA,22,NA,19,8.7,NA,NA,2021-12-16 07:15:00
2021,12,16,6,55,120,8.8,NA,NA,NA,NA,NA,NA,22,NA,19,8.7,NA,NA,2021-12-16 06:55:00
2021,12,16,6,35,120,8.8,NA,NA,NA,NA,NA,NA,22,NA,19,8.7,NA,NA,2021-12-16 06:35:00
2021,12,16,6,15,120,9.3,NA,NA,NA,NA,NA,NA,22,NA,19,8.7,NA,NA,2021-12-16 06:15:00
2021,12,16,5,55,130,9.3,NA,NA,NA,NA,NA,NA,22,NA,19,8.7,NA,NA,2021-12-16 05:55:00
2021,12,16,5,35,130,9.3,NA,NA,NA,NA,NA,NA,22,NA,19,8.7,NA,NA,2021-12-16 05:35:00
2021,12,16,5,15,120,8.8,NA,NA,NA,NA,NA,NA,22,NA,19,8.7,NA,NA,2021-12-16 05:15:00
2021,12,16,4,55,130,8.8,NA,NA,NA,NA,NA,NA,22,NA,19,8.7,NA,NA,2021-12-16 04:55:00
2021,12,16,4,35,130,9.3,NA,NA,NA,NA,NA,NA,22,NA,19,8.7,NA,NA,2021-12-16 04:35:00
2021,12,16,4,15,120,9.8,NA,NA,NA,NA,NA,NA,22,NA,19,8.7,NA,NA,2021-12-16 04:15:00
2021,12,16,3,55,130,9.8,NA,NA,NA,NA,NA,NA,22,NA,19,8.7,NA,NA,2021-12-16 03:55:00
2021,12,16,3,35,120,9.8,NA,NA,NA,NA,NA,NA,22,NA,19,8.7,NA,NA,2021-12-16 03:35:00
2021,12,16,3,15,120,8.8,NA,NA,NA,NA,NA,NA,22,NA,19,8.7,NA,NA,2021-12-16 03:15:00
2021,12,16,2,55,120,8.8,NA,NA,NA,NA,NA,NA,22,NA,19,8.7,NA,NA,2021-12-16 02:55:00
2021,12,16,2,35,120,8.8,NA,NA,NA,NA,NA,NA,22,NA,19,8.7,NA,NA,2021-12-16 02:35:00
2021,12,16,2,15,110,8.2,NA,NA,NA,NA,NA,NA,22,NA,19,7,NA,NA,2021-12-16 02:15:00
