,YY,MM,DD,hh,mm,WDIR,WSPD,ATMP,DEWP,VIS,Date
241,2021,12,18,11,55,170.0,5.1,23.0,22.0,5.2,2021-12-18 11:55:00
242,2021,12,18,11,35,160.0,6.2,23.0,22.0,4.3,2021-12-18 11:35:00
243,2021,12,18,11,15,160.0,5.7,23.0,22.0,5.2,2021-12-18 11:15:00
244,2021,12,18,10,55,150.0,6.2,23.0,22.0,5.2,2021-12-18 10:55:00
245,2021,12,18,10,35,150.0,5.1,23.0,22.0,7.8,2021-12-18 10:35:00
246,2021,12,18,10,15,160.0,4.6,23.0,22.0,8.7,2021-12-18 10:15:00
247,2021,12,18,9,55,160.0,6.7,23.0,22.0,7.0,2021-12-18 09:55:00
248,2021,12,18,9,35,150.0,5.1,23.0,22.0,6.1,2021-12-18 09:35:00
249,2021,12,18,9,15,160.0,4.1,23.0,22.0,7.0,2021-12-18 09:15:00
250,2021,12,18,8,55,170.0,5.1,23.0,22.0,8.7,2021-12-18 08:55:00
251,2021,12,18,8,35,160.0,6.2,23.0,22.0,8.7,2021-12-18 08:35:00
252,2021,12,18,8,15,160.0,6.2,23.0,22.0,8.7,2021-12-18 08:15:00
253,2021,12,18,7,55,160.0,5.1,23.0,22.0,8.7,2021-12-18 07:55:00
254,2021,12,18,7,35,150.0,6.2,23.0,22.0,8.7,2021-12-18 07:35:00
255,2021,12,18,7,15,160.0,5.1,23.0,22.0,8.7,2021-12-18 07:15:00
256,2021,12,18,6,55,160.0,6.2,23.0,22.0,8.7,2021-12-18 06:55:00
257,2021,12,18,6,35,150.0,6.2,23.0,22.0,7.8,2021-12-18 06:35:00
258,2021,12,18,6,15,150.0,6.2,23.0,22.0,7.8,2021-12-18 06:15:00
259,2021,12,18,5,55,150.0,6.2,23.0,22.0,6.1,2021-12-18 05:55:00
260,2021,12,18,5,35,150.0,7.7,23.0,22.0,7.0,2021-12-18 05:35:00
261,2021,12,18,5,15,150.0,6.2,23.0,22.0,7.8,2021-12-18 05:15:00
262,2021,12,18,4,55,150.0,8.2,23.0,22.0,6.1,2021-12-18 04:55:00
263,2021,12,18,4,35,140.0,7.7,23.0,22.0,6.1,2021-12-18 04:35:00
264,2021,12,18,4,15,140.0,6.7,23.0,22.0,3.5,2021-12-18 04:15:00
265,2021,12,18,3,55,140.0,8.2,23.0,22.0,3.5,2021-12-18 03:55:00
