,YY,MM,DD,hh,mm,WDIR,WSPD,ATMP,DEWP,VIS,Date,Any Interpolated
901,1822942.0,12.0,9.0,8.0,15.0,100.0,5.1,21.0,19.0,8.7,2021-12-09 08:15:00,Original Data
900,1820921.0,12.0,9.0,8.0,35.0,90.0,5.7,21.0,19.0,8.7,2021-12-09 08:35:00,Original Data
899,1818900.0,12.0,9.0,8.0,55.0,90.0,5.7,21.0,20.0,8.7,2021-12-09 08:55:00,Original Data
898,1816879.0,12.0,9.0,9.0,15.0,100.0,5.7,21.0,19.0,8.7,2021-12-09 09:15:00,Original Data
897,1814858.0,12.0,9.0,9.0,35.0,90.0,6.2,21.0,20.0,8.7,2021-12-09 09:35:00,Original Data
896,1812837.0,12.0,9.0,9.0,55.0,110.0,5.1,21.0,20.0,8.7,2021-12-09 09:55:00,Original Data
895,1810816.0,12.0,9.0,10.0,15.0,100.0,5.7,21.0,20.0,8.7,2021-12-09 10:15:00,Original Data
894,1808795.0,12.0,9.0,10.0,35.0,110.0,5.7,21.0,20.0,8.7,2021-12-09 10:35:00,Original Data
893,1806774.0,12.0,9.0,10.0,55.0,120.0,6.2,22.0,20.0,8.7,2021-12-09 10:55:00,Original Data
892,1804753.0,12.0,9.0,11.0,15.0,130.0,6.2,22.0,20.0,8.7,2021-12-09 11:15:00,Original Data
891,1802732.0,12.0,9.0,11.0,35.0,130.0,6.2,22.0,20.0,8.7,2021-12-09 11:35:00,Original Data
890,1800711.0,12.0,9.0,11.0,55.0,130.0,6.7,22.0,21.0,8.7,2021-12-09 11:55:00,Original Data
889,1798690.0,12.0,9.0,12.0,15.0,140.0,6.7,22.0,21.0,8.7,2021-12-09 12:15:00,Original Data
888,1796669.0,12.0,9.0,12.0,35.0,140.0,6.2,22.0,21.0,8.7,2021-12-09 12:35:00,Original Data
887,1794648.0,12.0,9.0,12.0,55.0,140.0,4.6,22.0,21.0,8.7,2021-12-09 12:55:00,Original Data
886,1792627.0,12.0,9.0,13.0,15.0,140.0,5.1,22.0,21.0,8.7,2021-12-09 13:15:00,Original Data
885,1790606.0,12.0,9.0,13.0,35.0,140.0,4.6,23.0,22.0,8.7,2021-12-09 13:35:00,Original Data
884,1788585.0,12.0,9.0,13.0,55.0,140.0,5.7,23.0,22.0,7.8,2021-12-09 13:55:00,Original Data
883,1786564.0,12.0,9.0,14.0,15.0,150.0,6.2,23.0,22.0,8.7,2021-12-09 14:15:00,Original Data
882,1784543.0,12.0,9.0,14.0,35.0,150.0,7.2,23.0,22.0,8.7,2021-12-09 14:35:00,Original Data
881,1782522.0,12.0,9.0,14.0,55.0,150.0,6.7,23.0,22.0,8.7,2021-12-09 14:55:00,Original Data
880,1780501.0,12.0,9.0,15.0,15.0,150.0,5.7,23.0,22.0,8.7,2021-12-09 15:15:00,Original Data
879,1778480.0,12.0,9.0,15.0,35.0,150.0,5.1,23.0,22.0,8.7,2021-12-09 15:35:00,Original Data
878,1776459.0,12.0,9.0,15.0,55.0,150.0,5.7,23.0,22.0,7.8,2021-12-09 15:55:00,Original Data
877,1774438.0,12.0,9.0,16.0,15.0,160.0,4.6,23.0,22.0,7.0,2021-12-09 16:15:00,Original Data
876,1772417.0,12.0,9.0,16.0,35.0,170.0,4.6,23.0,22.0,7.8,2021-12-09 16:35:00,Original Data
875,1770396.0,12.0,9.0,16.0,55.0,180.0,4.1,24.0,22.0,7.8,2021-12-09 16:55:00,Original Data
874,1768375.0,12.0,9.0,17.0,15.0,160.0,4.1,23.0,22.0,8.7,2021-12-09 17:15:00,Original Data
873,1766354.0,12.0,9.0,17.0,35.0,160.0,4.6,23.0,22.0,8.7,2021-12-09 17:35:00,Original Data
872,1764333.0,12.0,9.0,17.0,55.0,170.0,4.6,23.0,22.0,7.8,2021-12-09 17:55:00,Original Data
871,1762312.0,12.0,9.0,18.0,15.0,180.0,4.6,23.0,22.0,7.0,2021-12-09 18:15:00,Original Data
870,1760291.0,12.0,9.0,18.0,35.0,180.0,3.6,23.0,22.0,7.8,2021-12-09 18:35:00,Original Data
869,1758270.0,12.0,9.0,18.0,55.0,180.0,4.1,23.0,22.0,7.8,2021-12-09 18:55:00,Original Data
868,1756249.0,12.0,9.0,19.0,15.0,170.0,4.1,23.0,22.0,6.1,2021-12-09 19:15:00,Original Data
867,1754228.0,12.0,9.0,19.0,35.0,170.0,4.6,23.0,22.0,4.3,2021-12-09 19:35:00,Original Data
866,1752207.0,12.0,9.0,19.0,55.0,170.0,4.6,23.0,22.0,5.2,2021-12-09 19:55:00,Original Data
865,1750186.0,12.0,9.0,20.0,15.0,190.0,3.6,23.0,23.0,5.2,2021-12-09 20:15:00,Original Data
864,1748165.0,12.0,9.0,20.0,35.0,390.0,3.1,24.0,23.0,3.5,2021-12-09 20:35:00,Original Data
863,1746144.0,12.0,9.0,20.0,55.0,200.0,8.2,24.0,22.0,8.7,2021-12-09 20:55:00,Interpolated Data
862,1744123.0,12.0,9.0,21.0,15.0,200.0,8.8,24.0,22.0,8.7,2021-12-09 21:15:00,Original Data
861,1742102.0,12.0,9.0,21.0,35.0,200.0,8.2,24.0,22.0,8.7,2021-12-09 21:35:00,Original Data
860,1740081.0,12.0,9.0,21.0,55.0,200.0,8.2,24.0,22.0,8.7,2021-12-09 21:55:00,Original Data
859,1738060.0,12.0,9.0,22.0,15.0,200.0,7.7,24.0,22.0,8.7,2021-12-09 22:15:00,Original Data
858,1736039.0,12.0,9.0,22.0,35.0,200.0,8.8,24.0,22.0,8.7,2021-12-09 22:35:00,Original Data
857,1734018.0,12.0,9.0,22.0,55.0,200.0,9.3,24.0,22.0,8.7,2021-12-09 22:55:00,Original Data
856,1731997.0,12.0,9.0,23.0,15.0,200.0,9.3,24.0,22.0,8.7,2021-12-09 23:15:00,Original Data
855,1729976.0,12.0,9.0,23.0,35.0,190.0,8.8,24.0,22.0,8.7,2021-12-09 23:35:00,Original Data
854,1727955.0,12.0,9.0,23.0,55.0,200.0,7.2,24.0,23.0,8.7,2021-12-09 23:55:00,Original Data
853,1725934.0,12.0,10.0,0.0,15.0,190.0,9.3,24.0,23.0,8.7,2021-12-10 00:15:00,Original Data
852,1723913.0,12.0,10.0,0.0,35.0,200.0,8.2,24.0,23.0,8.7,2021-12-10 00:35:00,Original Data
851,1721892.0,12.0,10.0,0.0,55.0,200.0,8.2,24.0,23.0,8.7,2021-12-10 00:55:00,Original Data
850,1719871.0,12.0,10.0,1.0,15.0,190.0,8.2,24.0,23.0,8.7,2021-12-10 01:15:00,Original Data
849,1717850.0,12.0,10.0,1.0,35.0,190.0,9.3,24.0,23.0,8.7,2021-12-10 01:35:00,Original Data
848,1715829.0,12.0,10.0,1.0,55.0,200.0,9.8,24.0,23.0,8.7,2021-12-10 01:55:00,Original Data
847,1713808.0,12.0,10.0,2.0,15.0,200.0,9.8,24.0,23.0,7.8,2021-12-10 02:15:00,Original Data
846,1711787.0,12.0,10.0,2.0,35.0,200.0,9.3,24.0,23.0,4.3,2021-12-10 02:35:00,Original Data
845,1709766.0,12.0,10.0,2.0,55.0,200.0,8.8,23.0,23.0,6.1,2021-12-10 02:55:00,Original Data
844,1707745.0,12.0,10.0,3.0,15.0,210.0,9.3,23.0,23.0,7.8,2021-12-10 03:15:00,Original Data
843,1705724.0,12.0,10.0,3.0,35.0,200.0,9.3,23.0,23.0,7.8,2021-12-10 03:35:00,Original Data
842,1703703.0,12.0,10.0,3.0,55.0,200.0,8.8,23.0,23.0,7.8,2021-12-10 03:55:00,Original Data
841,1701682.0,12.0,10.0,4.0,15.0,200.0,9.8,23.0,23.0,8.7,2021-12-10 04:15:00,Original Data
840,1699661.0,12.0,10.0,4.0,35.0,200.0,8.2,23.0,23.0,8.7,2021-12-10 04:35:00,Original Data
839,1697640.0,12.0,10.0,4.0,50.0,200.0,8.8,24.0,22.0,8.7,2021-12-10 04:50:00,Original Data
838,1695619.0,12.0,10.0,5.0,15.0,200.0,9.3,23.0,22.0,8.7,2021-12-10 05:15:00,Original Data
837,1693598.0,12.0,10.0,5.0,35.0,190.0,8.8,23.0,22.0,8.7,2021-12-10 05:35:00,Original Data
836,1691577.0,12.0,10.0,5.0,55.0,200.0,9.3,23.0,22.0,8.7,2021-12-10 05:55:00,Original Data
835,1689556.0,12.0,10.0,6.0,15.0,200.0,9.8,23.0,22.0,8.7,2021-12-10 06:15:00,Original Data
834,1687535.0,12.0,10.0,6.0,35.0,200.0,9.3,23.0,22.0,8.7,2021-12-10 06:35:00,Original Data
833,1685514.0,12.0,10.0,6.0,55.0,200.0,9.3,23.0,22.0,8.7,2021-12-10 06:55:00,Original Data
832,1683493.0,12.0,10.0,7.0,15.0,200.0,9.3,23.0,22.0,8.7,2021-12-10 07:15:00,Original Data
831,1681472.0,12.0,10.0,7.0,35.0,200.0,8.8,23.0,22.0,8.7,2021-12-10 07:35:00,Original Data
830,1679451.0,12.0,10.0,7.0,55.0,190.0,8.2,23.0,22.0,8.7,2021-12-10 07:55:00,Original Data
829,1677430.0,12.0,10.0,8.0,15.0,190.0,8.8,23.0,22.0,8.7,2021-12-10 08:15:00,Original Data
828,1675409.0,12.0,10.0,8.0,35.0,190.0,8.2,23.0,22.0,7.8,2021-12-10 08:35:00,Original Data
827,1673388.0,12.0,10.0,8.0,55.0,200.0,8.2,23.0,22.0,7.0,2021-12-10 08:55:00,Original Data
826,1671367.0,12.0,10.0,9.0,15.0,190.0,7.2,23.0,22.0,7.8,2021-12-10 09:15:00,Original Data
825,1669346.0,12.0,10.0,9.0,35.0,200.0,7.7,23.0,22.0,6.1,2021-12-10 09:35:00,Original Data
824,1667325.0,12.0,10.0,9.0,55.0,190.0,6.7,23.0,22.0,6.1,2021-12-10 09:55:00,Original Data
823,1665304.0,12.0,10.0,10.0,15.0,200.0,4.1,23.0,22.0,6.1,2021-12-10 10:15:00,Original Data
822,1663283.0,12.0,10.0,10.0,35.0,180.0,3.6,23.0,22.0,5.2,2021-12-10 10:35:00,Original Data
821,1661262.0,12.0,10.0,10.0,55.0,170.0,3.6,23.0,22.0,5.2,2021-12-10 10:55:00,Original Data
820,1659241.0,12.0,10.0,11.0,15.0,160.0,4.1,23.0,22.0,6.1,2021-12-10 11:15:00,Original Data
819,1657220.0,12.0,10.0,11.0,35.0,160.0,4.1,23.0,22.0,6.1,2021-12-10 11:35:00,Original Data
818,1655199.0,12.0,10.0,11.0,55.0,150.0,5.7,23.0,22.0,5.2,2021-12-10 11:55:00,Original Data
817,1653178.0,12.0,10.0,12.0,15.0,150.0,6.7,23.0,22.0,6.1,2021-12-10 12:15:00,Original Data
816,1651157.0,12.0,10.0,12.0,35.0,150.0,6.7,23.0,23.0,3.5,2021-12-10 12:35:00,Original Data
815,1649136.0,12.0,10.0,12.0,55.0,150.0,6.2,23.0,23.0,5.2,2021-12-10 12:55:00,Original Data
814,1647115.0,12.0,10.0,13.0,15.0,150.0,6.7,23.0,23.0,6.1,2021-12-10 13:15:00,Original Data
813,1645094.0,12.0,10.0,13.0,35.0,170.0,4.6,23.0,23.0,5.2,2021-12-10 13:35:00,Original Data
812,1643073.0,12.0,10.0,13.0,55.0,180.0,4.6,23.0,23.0,6.1,2021-12-10 13:55:00,Original Data
811,1641052.0,12.0,10.0,14.0,15.0,200.0,4.6,24.0,23.0,7.0,2021-12-10 14:15:00,Original Data
810,1639031.0,12.0,10.0,14.0,35.0,180.0,4.6,24.0,23.0,7.8,2021-12-10 14:35:00,Original Data
809,1637010.0,12.0,10.0,14.0,55.0,180.0,3.6,24.0,23.0,7.8,2021-12-10 14:55:00,Original Data
808,1634989.0,12.0,10.0,15.0,15.0,550.0,2.6,24.0,23.0,7.8,2021-12-10 15:15:00,Original Data
807,1632968.0,12.0,10.0,15.0,35.0,370.0,3.6,24.0,23.0,8.7,2021-12-10 15:35:00,Interpolated Data
806,1630947.0,12.0,10.0,15.0,55.0,190.0,4.1,24.0,23.0,7.0,2021-12-10 15:55:00,Interpolated Data
805,1628926.0,12.0,10.0,16.0,15.0,190.0,3.6,24.0,23.0,7.8,2021-12-10 16:15:00,Original Data
804,1626905.0,12.0,10.0,16.0,35.0,190.0,3.6,24.0,23.0,6.1,2021-12-10 16:35:00,Original Data
803,1624884.0,12.0,10.0,16.0,55.0,170.0,4.6,24.0,23.0,5.2,2021-12-10 16:55:00,Original Data
802,1622863.0,12.0,10.0,17.0,15.0,520.0,3.1,24.0,23.0,2.6,2021-12-10 17:15:00,Original Data
801,1620842.0,12.0,10.0,17.0,35.0,350.0,3.1,24.0,23.0,5.2,2021-12-10 17:35:00,Interpolated Data
800,1618821.0,12.0,10.0,17.0,55.0,180.0,3.6,24.0,23.0,3.5,2021-12-10 17:55:00,Interpolated Data
799,1616800.0,12.0,10.0,18.0,10.0,380.0,3.1,24.0,23.0,2.6,2021-12-10 18:10:00,Original Data
798,1614779.0,12.0,10.0,18.0,35.0,200.0,6.2,24.0,23.0,2.6,2021-12-10 18:35:00,Interpolated Data
797,1612758.0,12.0,10.0,18.0,55.0,190.0,5.1,24.0,23.0,6.1,2021-12-10 18:55:00,Original Data
796,1610737.0,12.0,10.0,19.0,15.0,190.0,6.2,24.0,23.0,7.0,2021-12-10 19:15:00,Original Data
795,1608716.0,12.0,10.0,19.0,35.0,190.0,6.2,24.0,23.0,5.2,2021-12-10 19:35:00,Original Data
794,1606695.0,12.0,10.0,19.0,55.0,200.0,5.1,24.0,23.0,4.3,2021-12-10 19:55:00,Original Data
793,1604674.0,12.0,10.0,20.0,15.0,200.0,4.1,24.0,23.0,1.7,2021-12-10 20:15:00,Original Data
792,1602653.0,12.0,10.0,20.0,35.0,190.0,3.6,24.0,23.0,2.2,2021-12-10 20:35:00,Original Data
791,1600632.0,12.0,10.0,20.0,55.0,190.0,3.6,24.0,23.0,3.5,2021-12-10 20:55:00,Original Data
790,1598611.0,12.0,10.0,21.0,15.0,200.0,3.6,24.0,23.0,7.8,2021-12-10 21:15:00,Original Data
789,1596590.0,12.0,10.0,21.0,35.0,180.0,3.6,24.0,23.0,5.2,2021-12-10 21:35:00,Original Data
788,1594569.0,12.0,10.0,21.0,55.0,190.0,3.6,24.0,23.0,5.2,2021-12-10 21:55:00,Original Data
787,1592548.0,12.0,10.0,22.0,15.0,180.0,3.6,24.0,23.0,4.3,2021-12-10 22:15:00,Original Data
786,1590527.0,12.0,10.0,22.0,35.0,150.0,5.7,23.0,23.0,3.5,2021-12-10 22:35:00,Original Data
785,1588506.0,12.0,10.0,22.0,55.0,150.0,5.1,23.0,23.0,2.6,2021-12-10 22:55:00,Original Data
784,1586485.0,12.0,10.0,23.0,15.0,150.0,5.7,23.0,23.0,3.5,2021-12-10 23:15:00,Original Data
783,1584464.0,12.0,10.0,23.0,35.0,150.0,5.7,23.0,23.0,4.3,2021-12-10 23:35:00,Original Data
782,1582443.0,12.0,10.0,23.0,55.0,150.0,7.2,23.0,23.0,5.2,2021-12-10 23:55:00,Original Data
781,1580422.0,12.0,11.0,0.0,15.0,160.0,6.2,23.0,23.0,7.0,2021-12-11 00:15:00,Original Data
780,1578401.0,12.0,11.0,0.0,35.0,150.0,5.7,23.0,23.0,6.1,2021-12-11 00:35:00,Original Data
779,1576380.0,12.0,11.0,0.0,55.0,150.0,6.7,23.0,23.0,7.0,2021-12-11 00:55:00,Original Data
778,1574359.0,12.0,11.0,1.0,15.0,150.0,6.7,23.0,23.0,6.1,2021-12-11 01:15:00,Original Data
777,1572338.0,12.0,11.0,1.0,35.0,150.0,6.2,23.0,23.0,6.1,2021-12-11 01:35:00,Original Data
776,1570317.0,12.0,11.0,1.0,55.0,150.0,6.2,23.0,23.0,4.3,2021-12-11 01:55:00,Original Data
775,1568296.0,12.0,11.0,2.0,15.0,150.0,5.7,23.0,23.0,4.3,2021-12-11 02:15:00,Original Data
774,1566275.0,12.0,11.0,2.0,35.0,160.0,5.1,23.0,23.0,7.0,2021-12-11 02:35:00,Original Data
773,1564254.0,12.0,11.0,2.0,55.0,160.0,5.7,23.0,23.0,5.2,2021-12-11 02:55:00,Original Data
772,1562233.0,12.0,11.0,3.0,15.0,150.0,6.7,23.0,23.0,5.2,2021-12-11 03:15:00,Original Data
771,1560212.0,12.0,11.0,3.0,35.0,160.0,6.2,23.0,23.0,6.1,2021-12-11 03:35:00,Original Data
770,1558191.0,12.0,11.0,3.0,55.0,170.0,6.2,23.0,23.0,7.8,2021-12-11 03:55:00,Original Data
769,1556170.0,12.0,11.0,4.0,15.0,190.0,4.1,24.0,23.0,8.7,2021-12-11 04:15:00,Original Data
768,1554149.0,12.0,11.0,4.0,35.0,160.0,5.7,24.0,23.0,8.7,2021-12-11 04:35:00,Original Data
767,1552128.0,12.0,11.0,4.0,55.0,180.0,5.1,24.0,22.0,8.7,2021-12-11 04:55:00,Original Data
766,1550107.0,12.0,11.0,5.0,15.0,170.0,5.1,24.0,22.0,8.7,2021-12-11 05:15:00,Original Data
765,1548086.0,12.0,11.0,5.0,35.0,180.0,5.1,24.0,22.0,8.7,2021-12-11 05:35:00,Original Data
764,1546065.0,12.0,11.0,5.0,55.0,190.0,5.1,24.0,22.0,8.7,2021-12-11 05:55:00,Original Data
763,1544044.0,12.0,11.0,6.0,15.0,190.0,5.1,24.0,22.0,8.7,2021-12-11 06:15:00,Original Data
762,1542023.0,12.0,11.0,6.0,35.0,180.0,5.7,24.0,22.0,7.8,2021-12-11 06:35:00,Original Data
761,1540002.0,12.0,11.0,6.0,55.0,190.0,4.6,24.0,22.0,7.8,2021-12-11 06:55:00,Original Data
760,1537981.0,12.0,11.0,7.0,15.0,180.0,5.1,24.0,22.0,7.0,2021-12-11 07:15:00,Original Data
759,1535960.0,12.0,11.0,7.0,35.0,200.0,4.1,23.0,22.0,7.0,2021-12-11 07:35:00,Original Data
758,1533939.0,12.0,11.0,7.0,55.0,210.0,4.1,23.0,23.0,7.0,2021-12-11 07:55:00,Original Data
757,1531918.0,12.0,11.0,8.0,15.0,190.0,4.1,23.0,22.0,7.8,2021-12-11 08:15:00,Original Data
756,1529897.0,12.0,11.0,8.0,35.0,180.0,4.6,23.0,22.0,7.8,2021-12-11 08:35:00,Original Data
755,1527876.0,12.0,11.0,8.0,55.0,210.0,4.1,23.0,22.0,8.7,2021-12-11 08:55:00,Original Data
754,1525855.0,12.0,11.0,9.0,15.0,180.0,5.1,24.0,22.0,8.7,2021-12-11 09:15:00,Original Data
753,1523834.0,12.0,11.0,9.0,35.0,180.0,4.6,24.0,22.0,7.8,2021-12-11 09:35:00,Original Data
752,1521813.0,12.0,11.0,9.0,55.0,370.0,3.1,23.0,22.0,7.0,2021-12-11 09:55:00,Original Data
751,1519792.0,12.0,11.0,10.0,15.0,190.0,4.1,23.0,22.0,7.0,2021-12-11 10:15:00,Interpolated Data
750,1517771.0,12.0,11.0,10.0,35.0,190.0,3.6,23.0,22.0,7.8,2021-12-11 10:35:00,Original Data
749,1515750.0,12.0,11.0,10.0,55.0,200.0,4.6,23.0,22.0,7.8,2021-12-11 10:55:00,Original Data
748,1513729.0,12.0,11.0,11.0,15.0,190.0,4.1,23.0,22.0,7.8,2021-12-11 11:15:00,Original Data
747,1511708.0,12.0,11.0,11.0,35.0,190.0,4.6,23.0,22.0,7.8,2021-12-11 11:35:00,Original Data
746,1509687.0,12.0,11.0,11.0,55.0,210.0,4.1,24.0,22.0,8.7,2021-12-11 11:55:00,Original Data
745,1507666.0,12.0,11.0,12.0,15.0,190.0,3.6,24.0,22.0,8.7,2021-12-11 12:15:00,Original Data
744,1505645.0,12.0,11.0,12.0,35.0,190.0,3.6,24.0,22.0,7.8,2021-12-11 12:35:00,Original Data
743,1503624.0,12.0,11.0,12.0,55.0,200.0,4.6,24.0,22.0,7.8,2021-12-11 12:55:00,Original Data
742,1501603.0,12.0,11.0,13.0,15.0,190.0,5.1,24.0,22.0,7.8,2021-12-11 13:15:00,Original Data
741,1499582.0,12.0,11.0,13.0,35.0,200.0,3.6,24.0,22.0,7.8,2021-12-11 13:35:00,Original Data
740,1497561.0,12.0,11.0,13.0,55.0,190.0,5.1,24.0,22.0,7.8,2021-12-11 13:55:00,Original Data
739,1495540.0,12.0,11.0,14.0,15.0,190.0,4.6,24.0,22.0,7.0,2021-12-11 14:15:00,Original Data
738,1493519.0,12.0,11.0,14.0,35.0,210.0,5.1,25.0,22.0,7.0,2021-12-11 14:35:00,Original Data
737,1491498.0,12.0,11.0,14.0,55.0,210.0,6.7,25.0,22.0,7.8,2021-12-11 14:55:00,Original Data
736,1489477.0,12.0,11.0,15.0,15.0,200.0,7.7,28.0,22.0,8.7,2021-12-11 15:15:00,Original Data
735,1487456.0,12.0,11.0,15.0,35.0,200.0,8.8,25.0,22.0,8.7,2021-12-11 15:35:00,Original Data
734,1485435.0,12.0,11.0,15.0,55.0,210.0,8.2,25.0,21.0,8.7,2021-12-11 15:55:00,Original Data
733,1483414.0,12.0,11.0,16.0,15.0,210.0,8.2,25.0,21.0,8.7,2021-12-11 16:15:00,Original Data
732,1481393.0,12.0,11.0,16.0,35.0,210.0,7.7,25.0,22.0,8.7,2021-12-11 16:35:00,Original Data
731,1479372.0,12.0,11.0,16.0,55.0,210.0,7.7,25.0,22.0,8.7,2021-12-11 16:55:00,Original Data
730,1477351.0,12.0,11.0,17.0,15.0,210.0,8.8,25.0,21.0,8.7,2021-12-11 17:15:00,Original Data
729,1475330.0,12.0,11.0,17.0,35.0,210.0,8.8,25.0,21.0,8.7,2021-12-11 17:35:00,Original Data
728,1473309.0,12.0,11.0,17.0,55.0,210.0,8.8,25.0,21.0,8.7,2021-12-11 17:55:00,Original Data
727,1471288.0,12.0,11.0,18.0,15.0,210.0,9.3,25.0,22.0,8.7,2021-12-11 18:15:00,Original Data
726,1469267.0,12.0,11.0,18.0,35.0,210.0,7.7,25.0,22.0,8.7,2021-12-11 18:35:00,Original Data
725,1467246.0,12.0,11.0,18.0,55.0,210.0,5.1,25.0,22.0,8.7,2021-12-11 18:55:00,Original Data
724,1465225.0,12.0,11.0,19.0,15.0,210.0,5.1,26.0,21.0,8.7,2021-12-11 19:15:00,Original Data
723,1463204.0,12.0,11.0,19.0,35.0,210.0,6.2,26.0,22.0,8.7,2021-12-11 19:35:00,Original Data
722,1461183.0,12.0,11.0,19.0,55.0,210.0,3.6,26.0,22.0,8.7,2021-12-11 19:55:00,Original Data
721,1459162.0,12.0,11.0,20.0,15.0,650.0,3.1,26.0,22.0,8.7,2021-12-11 20:15:00,Original Data
720,1457141.0,12.0,11.0,20.0,35.0,440.0,3.1,26.0,22.0,8.7,2021-12-11 20:35:00,Interpolated Data
719,1455120.0,12.0,11.0,20.0,55.0,230.0,3.6,25.0,22.0,8.7,2021-12-11 20:55:00,Interpolated Data
718,1453099.0,12.0,11.0,21.0,15.0,1140.0,2.1,25.0,22.0,8.7,2021-12-11 21:15:00,Original Data
717,1451078.0,12.0,11.0,21.0,35.0,910.0,2.6,25.0,22.0,8.7,2021-12-11 21:35:00,Interpolated Data
716,1449057.0,12.0,11.0,21.0,55.0,680.0,2.6,25.0,22.0,8.7,2021-12-11 21:55:00,Interpolated Data
715,1447036.0,12.0,11.0,22.0,15.0,450.0,3.6,25.0,22.0,7.8,2021-12-11 22:15:00,Interpolated Data
714,1445015.0,12.0,11.0,22.0,35.0,220.0,3.6,25.0,22.0,7.8,2021-12-11 22:35:00,Interpolated Data
713,1442994.0,12.0,11.0,22.0,55.0,230.0,5.7,25.0,22.0,8.7,2021-12-11 22:55:00,Original Data
712,1440973.0,12.0,11.0,23.0,15.0,230.0,5.7,25.0,22.0,8.7,2021-12-11 23:15:00,Original Data
711,1438952.0,12.0,11.0,23.0,35.0,290.0,4.6,25.0,20.0,8.7,2021-12-11 23:35:00,Original Data
710,1436931.0,12.0,11.0,23.0,55.0,270.0,4.6,24.0,20.0,8.7,2021-12-11 23:55:00,Original Data
709,1434910.0,12.0,12.0,0.0,15.0,570.0,0.0,24.0,20.0,8.7,2021-12-12 00:15:00,Original Data
708,1432889.0,12.0,12.0,0.0,35.0,300.0,4.6,24.0,20.0,8.7,2021-12-12 00:35:00,Interpolated Data
707,1430868.0,12.0,12.0,0.0,55.0,300.0,4.1,24.0,20.0,8.7,2021-12-12 00:55:00,Original Data
706,1428847.0,12.0,12.0,1.0,15.0,600.0,2.1,24.0,20.0,8.7,2021-12-12 01:15:00,Original Data
705,1426826.0,12.0,12.0,1.0,35.0,300.0,3.6,24.0,20.0,8.7,2021-12-12 01:35:00,Interpolated Data
704,1424805.0,12.0,12.0,1.0,55.0,1820.0,2.1,24.0,20.0,8.7,2021-12-12 01:55:00,Original Data
703,1422784.0,12.0,12.0,2.0,15.0,1520.0,0.0,24.0,21.0,8.7,2021-12-12 02:15:00,Interpolated Data
702,1420763.0,12.0,12.0,2.0,35.0,1220.0,2.1,24.0,21.0,8.7,2021-12-12 02:35:00,Interpolated Data
701,1418742.0,12.0,12.0,2.0,55.0,920.0,0.0,23.0,20.0,8.7,2021-12-12 02:55:00,Interpolated Data
700,1416721.0,12.0,12.0,3.0,15.0,620.0,2.1,23.0,20.0,8.7,2021-12-12 03:15:00,Interpolated Data
699,1414700.0,12.0,12.0,3.0,35.0,320.0,2.1,22.0,20.0,3.5,2021-12-12 03:35:00,Interpolated Data
698,1412679.0,12.0,12.0,3.0,55.0,20.0,8.8,21.0,19.0,7.0,2021-12-12 03:55:00,Interpolated Data
697,1410658.0,12.0,12.0,4.0,15.0,20.0,8.2,21.0,19.0,8.7,2021-12-12 04:15:00,Original Data
696,1408637.0,12.0,12.0,4.0,35.0,20.0,6.7,21.0,18.0,8.7,2021-12-12 04:35:00,Original Data
695,1406616.0,12.0,12.0,4.0,55.0,10.0,5.1,21.0,18.0,8.7,2021-12-12 04:55:00,Original Data
694,1404595.0,12.0,12.0,5.0,15.0,20.0,7.7,21.0,19.0,8.7,2021-12-12 05:15:00,Original Data
693,1402574.0,12.0,12.0,5.0,35.0,30.0,9.8,21.0,18.0,8.7,2021-12-12 05:35:00,Original Data
692,1400553.0,12.0,12.0,5.0,55.0,30.0,7.7,21.0,18.0,8.7,2021-12-12 05:55:00,Original Data
691,1398532.0,12.0,12.0,6.0,15.0,30.0,10.3,20.0,18.0,8.7,2021-12-12 06:15:00,Original Data
690,1396511.0,12.0,12.0,6.0,35.0,30.0,10.3,20.0,18.0,8.7,2021-12-12 06:35:00,Original Data
689,1394490.0,12.0,12.0,6.0,55.0,30.0,7.2,20.0,18.0,8.7,2021-12-12 06:55:00,Original Data
688,1392469.0,12.0,12.0,7.0,15.0,30.0,7.7,20.0,18.0,8.7,2021-12-12 07:15:00,Original Data
687,1390448.0,12.0,12.0,7.0,35.0,20.0,9.3,20.0,18.0,8.7,2021-12-12 07:35:00,Original Data
686,1388427.0,12.0,12.0,7.0,55.0,30.0,8.8,20.0,18.0,8.7,2021-12-12 07:55:00,Original Data
685,1386406.0,12.0,12.0,8.0,15.0,30.0,9.3,20.0,18.0,8.7,2021-12-12 08:15:00,Original Data
684,1384385.0,12.0,12.0,8.0,35.0,30.0,7.2,20.0,17.0,8.7,2021-12-12 08:35:00,Original Data
683,1382364.0,12.0,12.0,8.0,55.0,30.0,6.7,20.0,17.0,8.7,2021-12-12 08:55:00,Original Data
682,1380343.0,12.0,12.0,9.0,15.0,30.0,9.8,20.0,17.0,8.7,2021-12-12 09:15:00,Original Data
681,1378322.0,12.0,12.0,9.0,35.0,30.0,7.7,20.0,17.0,8.7,2021-12-12 09:35:00,Original Data
680,1376301.0,12.0,12.0,9.0,55.0,30.0,6.2,20.0,17.0,8.7,2021-12-12 09:55:00,Original Data
679,1374280.0,12.0,12.0,10.0,15.0,30.0,7.2,20.0,17.0,8.7,2021-12-12 10:15:00,Original Data
