"","Date","WSPD","WDIR"
"1",2021-12-21 21:00:00,5.20263094790838,280.829021156085
"2",2021-12-21 22:00:00,5.48605553869726,280.829021156085
"3",2021-12-21 23:00:00,5.56881369456431,280.829021156085
"4",2021-12-22 00:00:00,5.42276098415182,280.829021156085
"5",2021-12-22 01:00:00,5.1973859769166,280.829021156085
"6",2021-12-22 02:00:00,5.10212483705328,280.829021156085
"7",2021-12-22 03:00:00,5.23279772454364,280.829021156085
"8",2021-12-22 04:00:00,5.49371850552755,280.829021156085
"9",2021-12-22 05:00:00,5.68123466472012,280.829021156085
"10",2021-12-22 06:00:00,5.65022976293491,280.829021156085
"11",2021-12-22 07:00:00,5.41691488433691,280.829021156085
"12",2021-12-22 08:00:00,5.11877299711991,280.829021156085
"13",2021-12-22 09:00:00,4.88598881291706,280.829021156085
"14",2021-12-22 10:00:00,4.74988915337681,79.1709788439152
"15",2021-12-22 11:00:00,4.6614098974735,79.1709788439152
"16",2021-12-22 12:00:00,4.57754994769795,79.1709788439152
"17",2021-12-22 13:00:00,4.51379663123693,79.1709788439152
"18",2021-12-22 14:00:00,4.51067518509337,79.1709788439152
"19",2021-12-22 15:00:00,4.56326303583577,79.1709788439152
"20",2021-12-22 16:00:00,4.60457307200345,79.1709788439152
"21",2021-12-22 17:00:00,4.57253136595909,79.1709788439152
"22",2021-12-22 18:00:00,4.49178204612502,79.1709788439152
"23",2021-12-22 19:00:00,4.47339547214729,79.1709788439152
"24",2021-12-22 20:00:00,4.61399058353887,79.1709788439152
"25",2021-12-22 21:00:00,4.88460397538819,79.1709788439152
"26",2021-12-22 22:00:00,5.12506992283585,79.1709788439152
"27",2021-12-22 23:00:00,5.16709246128162,79.1709788439152
"28",2021-12-23 00:00:00,4.98321873897075,79.1709788439152
"29",2021-12-23 01:00:00,4.72358191600716,79.1709788439152
"30",2021-12-23 02:00:00,4.59820689385857,79.1709788439152
"31",2021-12-23 03:00:00,4.70343861860519,79.1709788439152
"32",2021-12-23 04:00:00,4.94404456547683,79.1709788439152
"33",2021-12-23 05:00:00,5.11674839157653,79.1709788439152
"34",2021-12-23 06:00:00,5.07672718125434,79.1709788439152
"35",2021-12-23 07:00:00,4.84039879694582,79.1709788439152
"36",2021-12-23 08:00:00,4.54536331251368,79.1709788439152
"37",2021-12-23 09:00:00,4.32183115279477,79.1709788439152
"38",2021-12-23 10:00:00,4.2010629706351,79.1709788439152
"39",2021-12-23 11:00:00,4.13383734159107,79.1709788439152
"40",2021-12-23 12:00:00,4.07690670544655,79.1709788439152
"41",2021-12-23 13:00:00,4.04542594542871,79.1709788439152
"42",2021-12-23 14:00:00,4.07950621346965,280.829021156085
"43",2021-12-23 15:00:00,4.17373465633085,280.829021156085
"44",2021-12-23 16:00:00,4.2605641707662,280.829021156085
"45",2021-12-23 17:00:00,4.27729856065828,280.829021156085
"46",2021-12-23 18:00:00,4.2479057012434,280.829021156085
"47",2021-12-23 19:00:00,4.28273475596395,280.829021156085
"48",2021-12-23 20:00:00,4.47764819919439,280.829021156085
"49",2021-12-23 21:00:00,4.80290107338726,280.829021156085
"50",2021-12-23 22:00:00,5.09753157025767,280.829021156085
"51",2021-12-23 23:00:00,5.1924439059019,280.829021156085
"52",2021-12-24 00:00:00,5.05939256597622,280.829021156085
"53",2021-12-24 01:00:00,4.84773605334059,280.829021156085
"54",2021-12-24 02:00:00,4.76675328046719,280.829021156085
"55",2021-12-24 03:00:00,4.91208221045588,280.829021156085
"56",2021-12-24 04:00:00,5.18783221861522,280.829021156085
"57",2021-12-24 05:00:00,5.39012703153761,280.829021156085
"58",2021-12-24 06:00:00,5.37361054561062,280.829021156085
"59",2021-12-24 07:00:00,5.15424192383066,280.829021156085
"60",2021-12-24 08:00:00,4.86924384467491,280.829021156085
"61",2021-12-24 09:00:00,4.64853643486182,280.829021156085
"62",2021-12-24 10:00:00,4.52318183856976,280.829021156085
"63",2021-12-24 11:00:00,4.44385543808994,280.829021156085
"64",2021-12-24 12:00:00,4.36730410488131,280.829021156085
"65",2021-12-24 13:00:00,4.3087758370998,280.829021156085
"66",2021-12-24 14:00:00,4.30857337289385,280.829021156085
"67",2021-12-24 15:00:00,4.3615724314812,280.829021156085
"68",2021-12-24 16:00:00,4.40060872351267,280.829021156085
"69",2021-12-24 17:00:00,4.36345913319603,280.829021156085
"70",2021-12-24 18:00:00,4.27464972244748,280.829021156085
"71",2021-12-24 19:00:00,4.24516666282128,280.829021156085
"72",2021-12-24 20:00:00,4.3715809236199,280.829021156085
